Model,Cluster,Component,Feature
aaspe security cwe success ,22,s r,dataout datain
aaspe security cwe correct ,8,d d1 d2,d d
aaspe security cwe incorrect ,8,d d1 d2,d d
aaspe security cwe i ,8,d d1 d2,d d
aaspe security cwe failure array ,22,s r,dataout datain
aaspe security cwe failure float ,22,s r,dataout datain
aaspe security cwe failure int ,2,s r,dataout datain
aaspe security cwe success array ,2,s r,dataout datain
aaspe security cwe success float ,22,s r,dataout datain
aaspe security cwe success int ,22,s r,dataout datain
aaspe security r0 correct ,20,b s r,mybus mybus
aaspe security r0 incorrect ,20,b s r,mybus mybus
aaspe security r0 i ,20,b s r,mybus mybus
aaspe security r1 correct ,10,s r,outfeat infeat
aaspe security r1 incorrect ,10,s r,outfeat infeat
aaspe security r1 i ,10,s r,outfeat infeat
aaspe security r5 correct ,8,pr,f1 f2
aaspe security r5 incorrect ,8,pr,f1 f2
aaspe security r5 incorrect ,8,pr,f1 f2
aaspe security r5 incorrect ,8,pr,f1 f2
aaspe security r5 incorrect ,8,pr,f1 f2
aaspe security r5 i ,8,pr,f1 f2
aaspe security r6 correct ,20,b1 b2 s i r,mybus mybus mybus mybus
aaspe security r6 incorrect ,20,b1 b2 s i r,mybus mybus mybus mybus
aaspe security r6 i ,20,b1 b2 s i r,mybus mybus mybus mybus
aaspe security r7 integration fail ,22,thebus thebus sender intermediate receiver,dataout datain dataout datain
aaspe security r7 integration fail ,22,thebus thebus sender intermediate receiver http http,dataout datain dataout datain
aaspe security r7 integration fail ,22,thebus thebus sender intermediate receiver http http,dataout datain dataout datain
aaspe security r7 integration i ,22,thebus thebus sender intermediate receiver,dataout datain dataout datain
aaspe security r7 integration success ,22,thebus thebus sender intermediate receiver http ssl http ssl,dataout datain dataout datain
aaspe security r7 integration success ,22,thebus thebus sender intermediate receiver ssl ssl,dataout datain dataout datain
aaspe security r7 integration success ,22,thebus thebus sender intermediate receiver,dataout datain dataout datain
aaspe security timing requirements correct ,8,s r,e e
aaspe security timing requirements incorrect ,8,s r,e e
aaspe security timing requirements i ,8,s r,e e
aaspe sel bb serial beaglebone ,40,serial boo thr cpu runtime boo runtime serial,datain dataout datain dataout datain dataout uart mem serial mem
aaspe sel ping pong event ping beaglebone ,36,prod pinger cons ping me cpu runtime prod runtime cons,out port data source in port data sink
aaspe sel ping pong event ping ,36,prod pinger cons ping me cpu runtime prod runtime cons,out port data source in port data sink
aaspe sel ping pong event ping kzm ,36,prod pinger cons ping me cpu runtime prod runtime cons,out port data source in port data sink
aaspe sel ping pong event ping x ,36,prod pinger cons ping me cpu runtime prod runtime cons,out port data source in port data sink
aaspe sel ping pong ping beaglebone ,36,prod pinger cons ping me cpu runtime prod runtime cons,out port data source in port data sink
aaspe sel ping pong ping ,36,prod pinger cons ping me cpu runtime prod runtime cons,out port data source in port data sink
aaspe sel ping pong ping kzm ,36,prod pinger cons ping me cpu runtime prod runtime cons,out port data source in port data sink
aaspe sel ping pong ping x ,36,prod pinger cons ping me cpu runtime prod runtime cons,out port data source in port data sink
adiru adiru adiru ,7,afdx network vl vl vl vl vl vl cdu temperature sensor rdc pitot static sensor rdc mem irmem adrmem module ir ir memory ir process ir thread cpu partition ir module adr adr memory irmem adrmem adr process adr thread cpu partition adr fmc,indicated aoa on off cdu ad on off cdu ir off cmd m1 disc output m2 disc output latitude longitude magnetic heading tot temp static air temp afdx access true airspeed tot pressure ground speed indicated aoa afdx access afdx access altitude in true airspeed in inertial altitude out inertial vs out present pos lat out present pos long out ground speed out track angle true d magnetic heading wind speed d wind direction true d true heading d body pitch acc out body roll acc out body yaw acc out set latitude in set longitude in set magnetic heading in m1 disc m2 disc altitude in true airspeed in inertial altitude out inertial vs out present pos lat out present pos long out ground speed out track angle true d magnetic heading wind speed d wind direction true d true heading d body pitch acc out body roll acc out body yaw acc out set latitude set longitude set magnetic heading th altitude th true airspeed th inertial altitude th inertial vs th present pos lat th present pos long th ground speed th track angle true d th magnetic heading th wind speed d th wind direction true d th true heading d th body pitch acc th body roll acc th body yaw acc th set latitude th set longitude th set magnetic heading afdx access altitude mach altitude rate tat indicated aoa baro corr altitude baro corr altitude computed air speed true airspeed ground speed sat impact pressure tot pressure corrected aoa discrete word discrete word altitude mach altitude rate tat indicated aoa baro corr altitude baro corr altitude computed air speed true airspeed ground speed sat impact pressure tot pressure corrected aoa discrete word discrete word altitude mach altitude rate tat indicated aoa baro corr altitude baro corr altitude computed air speed true airspeed sat impact pressure tot pressure corrected aoa discrete word discrete word present pos lat in present pos long in ground speed in track angle true d wind speed d
adiru adr ,4,adr memory irmem adrmem adr process adr thread cpu partition adr,afdx access altitude mach altitude rate tat indicated aoa baro corr altitude baro corr altitude computed air speed true airspeed ground speed sat impact pressure tot pressure corrected aoa discrete word discrete word altitude mach altitude rate tat indicated aoa baro corr altitude baro corr altitude computed air speed true airspeed ground speed sat impact pressure tot pressure corrected aoa discrete word discrete word altitude mach altitude rate tat indicated aoa baro corr altitude baro corr altitude computed air speed true airspeed sat impact pressure tot pressure corrected aoa discrete word discrete word
adiru ir ,5,ir memory ir process ir thread cpu partition ir,afdx access altitude in true airspeed in inertial altitude out inertial vs out present pos lat out present pos long out ground speed out track angle true d magnetic heading wind speed d wind direction true d true heading d body pitch acc out body roll acc out body yaw acc out set latitude in set longitude in set magnetic heading in m1 disc m2 disc altitude in true airspeed in inertial altitude out inertial vs out present pos lat out present pos long out ground speed out track angle true d magnetic heading wind speed d wind direction true d true heading d body pitch acc out body roll acc out body yaw acc out set latitude set longitude set magnetic heading th altitude th true airspeed th inertial altitude th inertial vs th present pos lat th present pos long th ground speed th track angle true d th magnetic heading th wind speed d th wind direction true d th true heading d th body pitch acc th body roll acc th body yaw acc th set latitude th set longitude th set magnetic heading
aircraft aircraft functional aircraft functional model ,18,sys stability pitch sys spoilers sys thrust management sys forward thrust,isfailing isfailing isfailing isfailing isfailing
air ex s i ,9,p pt q qt,pout ptout qin qtin
air ex s i ,9,p ptout ptin q qt r rt,sin sin sout sout pin pout pout unconnectedout pout ptoutin ptoutout ptinin ptinout ptinout qin qin qout qout qtin qtout rin rin rin rin rout rout rtin rtout
air ex wrapper i ,9,s p ptout ptin q qt r rt t,sin sin sout sout pin pout pout unconnectedout pout ptoutin ptoutout ptinin ptinout ptinout qin qin qout qout qtin qtout rin rin rin rin rout rout rtin rtout tin
air ex as i ,9,ap at,asout apout atout
air ex bs i ,9,bp bt,bsin bpin btin
air ex wrapper i ,9,as ap at bs bp bt,asout apout atout bsin bpin btin
alisa response time simple computation chain ,3,first process second process,datain dataout datain dataout datain dataout
an model of smart home clients clients ,9,client control unit,in clients mcr out clients mcr in clients rs out clients rs ccu data receiver ccu data sender
an model of smart home maincontrolrouter maincontrolrouter ,9,zigbee device controller ip device controller remote msg control controller,temperature in smoke status out in mcr remote out mcr remote in mcr zd out mcr zd in mcr ipd out mcr ipd dev data receiver dev data sender ctr data receiver ctr data sender dev data receiver dev data sender ctr data receiver ctr data sender app data receiver app data sender ctr data receiver ctr data sender zdc data receiver zdc data sender ipdc data receiver ipdc data sender remote data receiver remote data sender
an model of smart home remoteserver remoteserver ,9,client controller router controller,in rs mcr out rs mcr in rs clients out rs clients cc data receiver cc data sender rc data receiver rc data sender
an model of smart home smart home smart home ,9,zigbee devices ip devices control router zigbee device controller ip device controller remote msg control controller remote server client controller router controller clients client control unit,sensing out zd mcr in ipd mcr out ipd mcr temperature in smoke status out in mcr remote out mcr remote in mcr zd out mcr zd in mcr ipd out mcr ipd dev data receiver dev data sender ctr data receiver ctr data sender dev data receiver dev data sender ctr data receiver ctr data sender app data receiver app data sender ctr data receiver ctr data sender zdc data receiver zdc data sender ipdc data receiver ipdc data sender remote data receiver remote data sender in rs mcr out rs mcr in rs clients out rs clients cc data receiver cc data sender rc data receiver rc data sender in clients mcr out clients mcr in clients rs out clients rs ccu data receiver ccu data sender
aps communication architecture aidstonavigation aidstonavigation ,4,rtkbasestation gnsstransmitter,uhfpositioncorrection gnsssignal correctiondata gnssdata
aps communication architecture aps apscommunication ,27,internetmodule rccapsmodule trafficmodule emergencycontrolmodule switch corecommunication switch backup corecommunication primarywanloadbalancer secondarywanloadbalancer asc asc colavandssitaw asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming networkandsystemmanagement nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook isms nicteaming siem asc backup colavandssitaw backup asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming networkandsystemmanagement backup nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook isms backup nicteaming siem machinerysystem iocard iocard azimuththruster azimuththruster azimuththruster azimuththruster navigationsystem lidar lidar radar radar radar eo eo eo domecamera ircamera spu spu spu radar spu spu eo lidar lidar eo radar senseorswitch gnss imu gnss security gnss ids rtk uhf gnssreceiver senseorswitch backup gnssreceiver gnss imu backup gnss security gnss ids safetysystem generaliomodule userpanel alarm lantern anchordrop horn bms emergencybuttontransmitter epb emergencycommunicationmodule ids ids,internetaccess aiscommunication rcccommunication radiocommunication uhfpositioncorrection gnsssignal mobilecommunication uplinkdownlinkport managementport eth eth controlport eth eth wirelessport controlport dataport navdataport gnsssignal controlport eth eth eth eth wirelessport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth redundancyport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth redundancyport primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport colavandssitaw main colavandssitaw main colavandssitaw backup colavandssitaw backup ec nsm main nsm main nsm backup nsm backup isms main isms main isms backup isms backup colavandssitaw primary colavandssitaw secondary networkandsystemmanagement primary networkandsystemmanagement secondary isms primar isms secondary eth eth dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport colavandssitaw backup primary colavandssitaw backup secondary networkandsystemmanagement backup primary networkandsystemmanagement backup secondary isms backup primar isms backup secondary emergencycontrolport eth eth emergencyport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport maindataport maindataport backupdataport backupdataport signalport signalport eth eth signalport signalport eth eth signalport signalport signalport signalport maindataport maindataport maindataport maindataport backupdataport backupdataport backupdataport backupdataport positioncorrectionport gnsssignal controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth rtk uhf datain gnsssignalin eth eth dataport dataport dataout positioncorrectiondata dataport incoming eth eth eth eth eth eth eth eth dataport incoming rtk uhf datain gnsssignalin eth eth dataport dataport maindataport backupdataport input output output output output eth eth output input input input input maindataport backupdataport emergencysignal buttonpressed emergencysignalin emergencysignalout eth eth eth eth
aps communication architecture aps asc backup ,4,colavandssitaw backup asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming networkandsystemmanagement backup nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook isms backup nicteaming siem,colavandssitaw backup primary colavandssitaw backup secondary networkandsystemmanagement backup primary networkandsystemmanagement backup secondary isms backup primar isms backup secondary emergencycontrolport eth eth emergencyport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport
aps communication architecture aps asc ,26,asc colavandssitaw asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming networkandsystemmanagement nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook isms nicteaming siem asc backup colavandssitaw backup asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming networkandsystemmanagement backup nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook isms backup nicteaming siem,colavandssitaw main colavandssitaw main colavandssitaw backup colavandssitaw backup ec nsm main nsm main nsm backup nsm backup isms main isms main isms backup isms backup colavandssitaw primary colavandssitaw secondary networkandsystemmanagement primary networkandsystemmanagement secondary isms primar isms secondary eth eth dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport colavandssitaw backup primary colavandssitaw backup secondary networkandsystemmanagement backup primary networkandsystemmanagement backup secondary isms backup primar isms backup secondary emergencycontrolport eth eth emergencyport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport
aps communication architecture aps asc ,26,colavandssitaw asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming networkandsystemmanagement nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook isms nicteaming siem,colavandssitaw primary colavandssitaw secondary networkandsystemmanagement primary networkandsystemmanagement secondary isms primar isms secondary eth eth dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport
aps communication architecture aps colavandssitaw backup ,4,asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming,eth eth emergencyport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth
aps communication architecture aps colavandssitaw ,4,asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming,eth eth dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth
aps communication architecture aps emergencybuttontransmitter ,9,epb emergencycommunicationmodule,emergencysignal buttonpressed emergencysignalin emergencysignalout
aps communication architecture aps gnss imu backup ,3,gnss security gnss ids,rtk uhf datain gnsssignalin eth eth dataport dataport
aps communication architecture aps gnss imu ,3,gnss security gnss ids,rtk uhf datain gnsssignalin eth eth dataport dataport
aps communication architecture aps isms ,26,nicteaming siem,et et veth veth teamedeth dataport
aps communication architecture aps machinerysystem ,40,iocard iocard azimuththruster azimuththruster azimuththruster azimuththruster,maindataport maindataport backupdataport backupdataport signalport signalport eth eth signalport signalport eth eth signalport signalport signalport signalport
aps communication architecture aps navigationsystem backup ,4,rtk uhf backup gnssreceiver gnss imu backup,maindataport maindataport backupdataport backupdataport dataout positioncorrectiondata dataport incoming rtk uhf datain gnsssignalin eth eth
aps communication architecture aps navigationsystem backup withredundancy ,27,lidar radar eo radar lidar eo spu spu rtk uhf gnssreceiver gnss imu backup senseorswitch backup,maindataport maindataport backupdataport backupdataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth dataout positioncorrectiondata dataport incoming rtk uhf datain gnsssignalin eth eth eth eth eth eth eth eth eth eth
aps communication architecture aps navigationsystem ,27,lidar lidar lidar lidar radar radar radar radar radar eo eo eo eo eo domecamera ircamera spu spu spu spu spu senseorswitch gnss imu rtk uhf gnssreceiver,maindataport maindataport maindataport maindataport backupdataport backupdataport backupdataport backupdataport positioncorrectionport gnsssignal controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth rtk uhf datain gnsssignalin eth eth dataout positioncorrectiondata dataport incoming
aps communication architecture aps navigationsystem withredundancy ,27,lidar lidar radar radar radar eo eo eo domecamera ircamera spu spu spu radar spu spu eo lidar lidar eo radar senseorswitch gnss imu gnss security gnss ids rtk uhf gnssreceiver senseorswitch backup gnssreceiver gnss imu backup gnss security gnss ids,maindataport maindataport maindataport maindataport backupdataport backupdataport backupdataport backupdataport positioncorrectionport gnsssignal controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth rtk uhf datain gnsssignalin eth eth dataport dataport dataout positioncorrectiondata dataport incoming eth eth eth eth eth eth eth eth dataport incoming rtk uhf datain gnsssignalin eth eth dataport dataport
aps communication architecture aps navigationsystem withredundancy ,27,lidar lidar lidar lidar radar radar radar radar radar eo eo eo eo eo domecamera ircamera spu spu spu spu spu senseorswitch senseorswitch backup gnss imu rtk uhf gnssreceiver,maindataport maindataport maindataport maindataport backupdataport backupdataport backupdataport backupdataport positioncorrectionport gnsssignal controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth rtk uhf datain gnsssignalin eth eth dataout positioncorrectiondata dataport incoming
aps communication architecture aps networkandsystemmanagement ,26,nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook,eth eth veth veth teamedeth dataport dataport dataport
aps communication architecture aps safetysystem ,40,generaliomodule userpanel alarm lantern anchordrop horn,maindataport backupdataport input output output output output eth eth output input input input input
aps communication architecture cloudcomponent apscommunication ,2,communicationhubserver,stakeholdercommunication internetaccess dataport
aps communication architecture ect apscommunication ,27,ect emergencymodule ect emergencybuttonreceiver,radiocommunication aiscommunication rcccommunication mobilecommunication eth eth eth eth wirelessport emergencysignal
aps communication architecture ect emergencybuttonreceiver ,10,emergencycommunicationmodule emergencynotification,emergencysignal emergencysignalin emergencysignalout emergencysignalreceived
aps communication architecture mobilegnetwork apscommunication ,4,connection 5g connection 5g rcc,apscommunication rcccommunication cloudcommunication ssscommunication clientconnection serverconnection clientconnection serverconnection
aps communication architecture overall apscommunicationarchitecture ,27,aps internetmodule rccapsmodule trafficmodule emergencycontrolmodule switch corecommunication switch backup corecommunication primarywanloadbalancer secondarywanloadbalancer asc asc colavandssitaw asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming networkandsystemmanagement nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook isms nicteaming siem asc backup colavandssitaw backup asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming networkandsystemmanagement backup nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook isms backup nicteaming siem machinerysystem iocard iocard azimuththruster azimuththruster azimuththruster azimuththruster navigationsystem lidar lidar radar radar radar eo eo eo domecamera ircamera spu spu spu radar spu spu eo lidar lidar eo radar senseorswitch gnss imu gnss security gnss ids rtk uhf gnssreceiver senseorswitch backup gnssreceiver gnss imu backup gnss security gnss ids safetysystem generaliomodule userpanel alarm lantern anchordrop horn bms emergencybuttontransmitter epb emergencycommunicationmodule ids ids rcc dpjoystic networkandsystemmanagement nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook isms nicteaming siem ids internetmodule rccapsmodule trafficmodule controlcomputer asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming primarywanloadbalancer secondarywanloadbalancer ect ect emergencymodule ect emergencybuttonreceiver sss shoresensormodule tis tis trafficmodule ship ship trafficmodule stakeholder apsstakeholder cloudcomponent communicationhubserver mobilegnetwork connection 5g connection 5g rcc aidstonavigation rtkbasestation gnsstransmitter,internetaccess aiscommunication rcccommunication radiocommunication uhfpositioncorrection gnsssignal mobilecommunication uplinkdownlinkport managementport eth eth controlport eth eth wirelessport controlport dataport navdataport gnsssignal controlport eth eth eth eth wirelessport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth redundancyport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth redundancyport primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport colavandssitaw main colavandssitaw main colavandssitaw backup colavandssitaw backup ec nsm main nsm main nsm backup nsm backup isms main isms main isms backup isms backup colavandssitaw primary colavandssitaw secondary networkandsystemmanagement primary networkandsystemmanagement secondary isms primar isms secondary eth eth dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport colavandssitaw backup primary colavandssitaw backup secondary networkandsystemmanagement backup primary networkandsystemmanagement backup secondary isms backup primar isms backup secondary emergencycontrolport eth eth emergencyport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport maindataport maindataport backupdataport backupdataport signalport signalport eth eth signalport signalport eth eth signalport signalport signalport signalport maindataport maindataport maindataport maindataport backupdataport backupdataport backupdataport backupdataport positioncorrectionport gnsssignal controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth rtk uhf datain gnsssignalin eth eth dataport dataport dataout positioncorrectiondata dataport incoming eth eth eth eth eth eth eth eth dataport incoming rtk uhf datain gnsssignalin eth eth dataport dataport maindataport backupdataport input output output output output eth eth output input input input input maindataport backupdataport emergencysignal buttonpressed emergencysignalin emergencysignalout eth eth eth eth internetaccess apscommunication aiscommunication signalport eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport eth eth uplinkdownlinkport managementport eth eth eth eth controlport eth eth wirelessport controlport dataport navdataport eth eth eth eth signalport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport radiocommunication aiscommunication rcccommunication mobilecommunication eth eth eth eth wirelessport emergencysignal apscommunication rcccommunication internetaccess controlport dataport aiscommunication dataport aiscommunication dataport internetaccess dataport stakeholdercommunication internetaccess dataport apscommunication rcccommunication cloudcommunication ssscommunication clientconnection serverconnection clientconnection serverconnection uhfpositioncorrection gnsssignal correctiondata gnssdata
aps communication architecture rcc apscommunication ,27,dpjoystic networkandsystemmanagement nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook isms nicteaming siem ids internetmodule rccapsmodule trafficmodule controlcomputer asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming primarywanloadbalancer secondarywanloadbalancer,internetaccess apscommunication aiscommunication signalport eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport eth eth uplinkdownlinkport managementport eth eth eth eth controlport eth eth wirelessport controlport dataport navdataport eth eth eth eth signalport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport
aps communication architecture rcc controlcomputer backup ,27,asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming,eth eth eth eth signalport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth
aps communication architecture rcc controlcomputer ,27,asc process asc ids asc discover asc cda asc cp asc cam asc mv asc ss asc vm asc dk nicteaming,eth eth eth eth signalport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth
aps communication architecture rcc isms ,26,nicteaming siem,et et veth veth teamedeth dataport
aps communication architecture rcc networkandsystemmanagement ,26,nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook,eth eth veth veth teamedeth dataport dataport dataport
aps communication architecture ship apscommunication ,2,ship trafficmodule,aiscommunication dataport
aps communication architecture sss apscommunication ,4,shoresensormodule,apscommunication rcccommunication internetaccess controlport dataport
aps communication architecture stakeholder apscommunication ,2,apsstakeholder,internetaccess dataport
aps communication architecture tis apscommunication ,2,tis trafficmodule,aiscommunication dataport
arch models example  cruisecontroller cruisecontrollersystem ,7,measurespeed setspeed controlspeed,on off resume speed set speed inc dec brake cancel force enabled speed desired speed rotate second speed rotate second on off resume speed set speed inc dec brake cancel speed desired speed enabled speed desired speed force
arch models example  deliverydrone deliverydronesystem ,7,gnc gps imu positionestimator navigation fc radio actuation deliveryplanner deliveryitemmechanism camera connector,satellite sig pos satellite sig pos bus comm comm bus radio cmd radio response delivery status actuation out probe init mode probe abort mode probe delivery cmd probe constellation probe launch location probe delivery location probe fly cmd constellation satellite pos satellite pos launch pos navigation cmd navigation dest pos fc actuation response gps health status probe constellation imu health status probe launch pos navigation cur pos navigation probe dest pos fc motor cmd constellation satellite pos satellite pos gps pos health status probe constellation launch pos imu pos health status probe launch pos gps pos imu pos pos act in est pos est pos dest pos cmd flight control state move cur pos pos act out probe dest pos actuation response move motor cmd fc state comm in radio in comm out radio out health status motor cmd response bus in cur pos delivery status radio response camera result gps health status imu health status rdo health status cam health status package is secure radio cmd delivery cmd dest location bus out nav cmd camera probe safe landing constellation launch pos probe init mode probe abort mode target clear valid marker delivery cmd in delivery status out package is secure camera in camera out health status bus in bus out
arch models example  gnc gnc ,7,gps imu positionestimator navigation fc,constellation satellite pos satellite pos launch pos navigation cmd navigation dest pos fc actuation response gps health status probe constellation imu health status probe launch pos navigation cur pos navigation probe dest pos fc motor cmd constellation satellite pos satellite pos gps pos health status probe constellation launch pos imu pos health status probe launch pos gps pos imu pos pos act in est pos est pos dest pos cmd flight control state move cur pos pos act out probe dest pos actuation response move motor cmd fc state
arch models example clientserver clientserver ,26,database frontend backend,conn http api conn request database conn
arch models example resourcebudgets dca tier ,44,iop app,sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout samplingin samplingin controlout
arch models example resourcebudgets dca tier ,44,iop sense sense actuate app filter control,sensorin sensorin actuatorout sensorin senseout sensorin senseout controlin actuatorout signalout signalin signalout signalin controlin actuate samplingin samplingin controlout sensorraw sensorraw sensorfiltered sensorfiltered actuatesensor
