Model,Component,Feature,ConnectionInstance
modelagemaadl resourcebudgets mysystem tier2 3,"epsu , grid , scs , sensor1 , sensor2 , actuator , dcs , hw , canbus , pci , ram , cpu , dca , iop , sense1 , sense2 , actuate , app , filter , control","supplier , supplier , consumer , power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor","canbus > cpu.cb , pci > cpu.pci , cpu.cb > canbus , cpu.pci > pci , filter.sensorfiltered > control.sensorfiltered , iop.sense1.signalout > app.filter.sensorraw1 , iop.sense1.signalout > app.filter.sensorraw2 , iop.sense2.signalout > app.samplingin2 , app.control.actuatesensor > iop.actuate.controlin , sensor1.sensorout > dcs.dca.iop.sense1.signalin , sensor1.canbusaccess > dcs.hw.canbus , sensor2.sensorout > dcs.dca.iop.sense2.signalin , sensor2.canbusaccess > dcs.hw.canbus , actuator.canbusaccess > dcs.hw.canbus , dcs.hw.canbus > sensor1.canbusaccess , dcs.hw.canbus > sensor2.canbusaccess , dcs.hw.canbus > actuator.canbusaccess , dcs.dca.actuatorout > actuator.actuatorin , epsu.supplier > grid.supplier , grid.consumer > scs.dcs.hw.cpu.power , grid.consumer > scs.dcs.hw.ram.power , grid.consumer > scs.dcs.hw.canbus.power , grid.consumer > scs.sensor1.power , grid.consumer > scs.sensor2.power , grid.consumer > scs.actuator.power"
modelagemaadl resourcebudgets platform dual 1,"canbus , pcibus , m , pc1 , pc2","power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci","power > pc1.power , power > pc2.power , power > m.power , power > canbus.power , canbusaccess > canbus , canbus > pc1.cb , canbus > pc2.cb , canbus > canbusaccess , pcibus > pc1.pci , pcibus > pc2.pci , pcibus > m.pci , m.pci > pcibus , pc1.cb > canbus , pc1.pci > pcibus , pc2.cb > canbus , pc2.pci > pcibus"
modelagemaadl resourcebudgets platform dual 2,"canbus , pcibus , m , pc1 , pc2","power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci","power > pc1.power , power > pc2.power , power > m.power , power > canbus.power , canbusaccess > canbus , canbus > pc1.cb , canbus > pc2.cb , canbus > canbusaccess , pcibus > pc1.pci , pcibus > pc2.pci , pcibus > m.pci , m.pci > pcibus , pc1.cb > canbus , pc1.pci > pcibus , pc2.cb > canbus , pc2.pci > pcibus"
modelagemaadl resourcebudgets platform dual 3,"canbus , pcibus , m , pc1 , pc2","power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci","power > pc1.power , power > pc2.power , power > m.power , power > canbus.power , canbusaccess > canbus , canbus > pc1.cb , canbus > pc2.cb , canbus > canbusaccess , pcibus > pc1.pci , pcibus > pc2.pci , pcibus > m.pci , m.pci > pcibus , pc1.cb > canbus , pc1.pci > pcibus , pc2.cb > canbus , pc2.pci > pcibus"
modelagemaadl resourcebudgets platform single 1,"canbus , pci , ram , cpu","power , canbusaccess , power , power , power , pci , power , cb , pci","power > cpu.power , power > ram.power , power > canbus.power , canbusaccess > canbus , canbus > cpu.cb , canbus > canbusaccess , pci > cpu.pci , cpu.cb > canbus , cpu.pci > pci"
modelagemaadl resourcebudgets platform single 2,"canbus , pci , ram , cpu","power , canbusaccess , power , power , power , pci , power , cb , pci","power > cpu.power , power > ram.power , power > canbus.power , canbusaccess > canbus , canbus > cpu.cb , canbus > canbusaccess , pci > cpu.pci , cpu.cb > canbus , cpu.pci > pci"
modelagemaadl resourcebudgets platform single 3,"canbus , pci , ram , cpu","power , canbusaccess , power , power , power , pci , power , cb , pci","power > cpu.power , power > ram.power , power > canbus.power , canbusaccess > canbus , canbus > cpu.cb , canbus > canbusaccess , pci > cpu.pci , cpu.cb > canbus , cpu.pci > pci"
modelagemaadl resourcebudgets scs dualtier2 1,"sensor1 , sensor2 , actuator , dcs , dca , iop , sense1 , sense2 , actuate , app , filter , control , hw , canbus , pcibus , m , pc1 , pc2","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor , power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci","filter.sensorfiltered > control.sensorfiltered , iop.sense1.signalout > app.filter.sensorraw1 , iop.sense1.signalout > app.filter.sensorraw2 , iop.sense2.signalout > app.samplingin2 , app.control.actuatesensor > iop.actuate.controlin , canbus > pc1.cb , canbus > pc2.cb , pcibus > pc1.pci , pcibus > pc2.pci , pcibus > m.pci , m.pci > pcibus , pc1.cb > canbus , pc1.pci > pcibus , pc2.cb > canbus , pc2.pci > pcibus , power > dcs.hw.pc1.power , power > dcs.hw.pc2.power , power > dcs.hw.m.power , power > dcs.hw.canbus.power , power > sensor1.power , power > sensor2.power , power > actuator.power , sensor1.sensorout > dcs.dca.iop.sense1.signalin , sensor1.canbusaccess > dcs.hw.canbus , sensor2.sensorout > dcs.dca.iop.sense2.signalin , sensor2.canbusaccess > dcs.hw.canbus , actuator.canbusaccess > dcs.hw.canbus , dcs.dca.actuatorout > actuator.actuatorin , dcs.hw.canbus > sensor1.canbusaccess , dcs.hw.canbus > sensor2.canbusaccess , dcs.hw.canbus > actuator.canbusaccess"
modelagemaadl resourcebudgets scs dualtier2 2,"sensor1 , sensor2 , actuator , dcs , dca , iop , sense1 , sense2 , actuate , app , filter , control , hw , canbus , pcibus , m , pc1 , pc2","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor , power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci","filter.sensorfiltered > control.sensorfiltered , iop.sense1.signalout > app.filter.sensorraw1 , iop.sense1.signalout > app.filter.sensorraw2 , iop.sense2.signalout > app.samplingin2 , app.control.actuatesensor > iop.actuate.controlin , canbus > pc1.cb , canbus > pc2.cb , pcibus > pc1.pci , pcibus > pc2.pci , pcibus > m.pci , m.pci > pcibus , pc1.cb > canbus , pc1.pci > pcibus , pc2.cb > canbus , pc2.pci > pcibus , power > dcs.hw.pc1.power , power > dcs.hw.pc2.power , power > dcs.hw.m.power , power > dcs.hw.canbus.power , power > sensor1.power , power > sensor2.power , power > actuator.power , sensor1.sensorout > dcs.dca.iop.sense1.signalin , sensor1.canbusaccess > dcs.hw.canbus , sensor2.sensorout > dcs.dca.iop.sense2.signalin , sensor2.canbusaccess > dcs.hw.canbus , actuator.canbusaccess > dcs.hw.canbus , dcs.dca.actuatorout > actuator.actuatorin , dcs.hw.canbus > sensor1.canbusaccess , dcs.hw.canbus > sensor2.canbusaccess , dcs.hw.canbus > actuator.canbusaccess"
modelagemaadl resourcebudgets scs dualtier2 3,"sensor1 , sensor2 , actuator , dcs , dca , iop , sense1 , sense2 , actuate , app , filter , control , hw , canbus , pcibus , m , pc1 , pc2","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor , power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci","filter.sensorfiltered > control.sensorfiltered , iop.sense1.signalout > app.filter.sensorraw1 , iop.sense1.signalout > app.filter.sensorraw2 , iop.sense2.signalout > app.samplingin2 , app.control.actuatesensor > iop.actuate.controlin , canbus > pc1.cb , canbus > pc2.cb , pcibus > pc1.pci , pcibus > pc2.pci , pcibus > m.pci , m.pci > pcibus , pc1.cb > canbus , pc1.pci > pcibus , pc2.cb > canbus , pc2.pci > pcibus , power > dcs.hw.pc1.power , power > dcs.hw.pc2.power , power > dcs.hw.m.power , power > dcs.hw.canbus.power , power > sensor1.power , power > sensor2.power , power > actuator.power , sensor1.sensorout > dcs.dca.iop.sense1.signalin , sensor1.canbusaccess > dcs.hw.canbus , sensor2.sensorout > dcs.dca.iop.sense2.signalin , sensor2.canbusaccess > dcs.hw.canbus , actuator.canbusaccess > dcs.hw.canbus , dcs.dca.actuatorout > actuator.actuatorin , dcs.hw.canbus > sensor1.canbusaccess , dcs.hw.canbus > sensor2.canbusaccess , dcs.hw.canbus > actuator.canbusaccess"
modelagemaadl resourcebudgets scs tier0 1,"sensor1 , sensor2 , actuator , dcs , dca , hw","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess","power > dcs.hw.power , power > sensor1.power , power > sensor2.power , power > actuator.power , sensor1.sensorout > dcs.dca.sensor1in , sensor1.canbusaccess > dcs.hw.canbusaccess , sensor2.sensorout > dcs.dca.sensor2in , sensor2.canbusaccess > dcs.hw.canbusaccess , actuator.canbusaccess > dcs.hw.canbusaccess , dcs.dca.actuatorout > actuator.actuatorin , dcs.hw.canbusaccess > sensor1.canbusaccess , dcs.hw.canbusaccess > sensor2.canbusaccess , dcs.hw.canbusaccess > actuator.canbusaccess"
modelagemaadl resourcebudgets scs tier0 2,"sensor1 , sensor2 , actuator , dcs , dca , hw","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess","power > dcs.hw.power , power > sensor1.power , power > sensor2.power , power > actuator.power , sensor1.sensorout > dcs.dca.sensor1in , sensor1.canbusaccess > dcs.hw.canbusaccess , sensor2.sensorout > dcs.dca.sensor2in , sensor2.canbusaccess > dcs.hw.canbusaccess , actuator.canbusaccess > dcs.hw.canbusaccess , dcs.dca.actuatorout > actuator.actuatorin , dcs.hw.canbusaccess > sensor1.canbusaccess , dcs.hw.canbusaccess > sensor2.canbusaccess , dcs.hw.canbusaccess > actuator.canbusaccess"
modelagemaadl resourcebudgets scs tier0 3,"sensor1 , sensor2 , actuator , dcs , dca , hw","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess","power > dcs.hw.power , power > sensor1.power , power > sensor2.power , power > actuator.power , sensor1.sensorout > dcs.dca.sensor1in , sensor1.canbusaccess > dcs.hw.canbusaccess , sensor2.sensorout > dcs.dca.sensor2in , sensor2.canbusaccess > dcs.hw.canbusaccess , actuator.canbusaccess > dcs.hw.canbusaccess , dcs.dca.actuatorout > actuator.actuatorin , dcs.hw.canbusaccess > sensor1.canbusaccess , dcs.hw.canbusaccess > sensor2.canbusaccess , dcs.hw.canbusaccess > actuator.canbusaccess"
modelagemaadl resourcebudgets scs tier1 1,"sensor1 , sensor2 , actuator , dcs , dca , hw , canbus , pci , ram , cpu","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci","canbus > cpu.cb , pci > cpu.pci , cpu.cb > canbus , cpu.pci > pci , power > dcs.hw.cpu.power , power > dcs.hw.ram.power , power > dcs.hw.canbus.power , power > sensor1.power , power > sensor2.power , power > actuator.power , sensor1.sensorout > dcs.dca.sensor1in , sensor1.canbusaccess > dcs.hw.canbus , sensor2.sensorout > dcs.dca.sensor2in , sensor2.canbusaccess > dcs.hw.canbus , actuator.canbusaccess > dcs.hw.canbus , dcs.dca.actuatorout > actuator.actuatorin , dcs.hw.canbus > sensor1.canbusaccess , dcs.hw.canbus > sensor2.canbusaccess , dcs.hw.canbus > actuator.canbusaccess"
modelagemaadl resourcebudgets scs tier1 2,"sensor1 , sensor2 , actuator , dcs , dca , hw , canbus , pci , ram , cpu","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci","canbus > cpu.cb , pci > cpu.pci , cpu.cb > canbus , cpu.pci > pci , power > dcs.hw.cpu.power , power > dcs.hw.ram.power , power > dcs.hw.canbus.power , power > sensor1.power , power > sensor2.power , power > actuator.power , sensor1.sensorout > dcs.dca.sensor1in , sensor1.canbusaccess > dcs.hw.canbus , sensor2.sensorout > dcs.dca.sensor2in , sensor2.canbusaccess > dcs.hw.canbus , actuator.canbusaccess > dcs.hw.canbus , dcs.dca.actuatorout > actuator.actuatorin , dcs.hw.canbus > sensor1.canbusaccess , dcs.hw.canbus > sensor2.canbusaccess , dcs.hw.canbus > actuator.canbusaccess"
modelagemaadl resourcebudgets scs tier1 3,"sensor1 , sensor2 , actuator , dcs , dca , hw , canbus , pci , ram , cpu","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci","canbus > cpu.cb , pci > cpu.pci , cpu.cb > canbus , cpu.pci > pci , power > dcs.hw.cpu.power , power > dcs.hw.ram.power , power > dcs.hw.canbus.power , power > sensor1.power , power > sensor2.power , power > actuator.power , sensor1.sensorout > dcs.dca.sensor1in , sensor1.canbusaccess > dcs.hw.canbus , sensor2.sensorout > dcs.dca.sensor2in , sensor2.canbusaccess > dcs.hw.canbus , actuator.canbusaccess > dcs.hw.canbus , dcs.dca.actuatorout > actuator.actuatorin , dcs.hw.canbus > sensor1.canbusaccess , dcs.hw.canbus > sensor2.canbusaccess , dcs.hw.canbus > actuator.canbusaccess"
modelagemaadl resourcebudgets scs tier2 1,"sensor1 , sensor2 , actuator , dcs , hw , canbus , pci , ram , cpu , dca , iop , sense1 , sense2 , actuate , app , filter , control","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor","canbus > cpu.cb , pci > cpu.pci , cpu.cb > canbus , cpu.pci > pci , filter.sensorfiltered > control.sensorfiltered , iop.sense1.signalout > app.filter.sensorraw1 , iop.sense1.signalout > app.filter.sensorraw2 , iop.sense2.signalout > app.samplingin2 , app.control.actuatesensor > iop.actuate.controlin , power > dcs.hw.cpu.power , power > dcs.hw.ram.power , power > dcs.hw.canbus.power , power > sensor1.power , power > sensor2.power , power > actuator.power , sensor1.sensorout > dcs.dca.iop.sense1.signalin , sensor1.canbusaccess > dcs.hw.canbus , sensor2.sensorout > dcs.dca.iop.sense2.signalin , sensor2.canbusaccess > dcs.hw.canbus , actuator.canbusaccess > dcs.hw.canbus , dcs.hw.canbus > sensor1.canbusaccess , dcs.hw.canbus > sensor2.canbusaccess , dcs.hw.canbus > actuator.canbusaccess , dcs.dca.actuatorout > actuator.actuatorin"
modelagemaadl resourcebudgets scs tier2 2,"sensor1 , sensor2 , actuator , dcs , hw , canbus , pci , ram , cpu , dca , iop , sense1 , sense2 , actuate , app , filter , control","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor","canbus > cpu.cb , pci > cpu.pci , cpu.cb > canbus , cpu.pci > pci , filter.sensorfiltered > control.sensorfiltered , iop.sense1.signalout > app.filter.sensorraw1 , iop.sense1.signalout > app.filter.sensorraw2 , iop.sense2.signalout > app.samplingin2 , app.control.actuatesensor > iop.actuate.controlin , power > dcs.hw.cpu.power , power > dcs.hw.ram.power , power > dcs.hw.canbus.power , power > sensor1.power , power > sensor2.power , power > actuator.power , sensor1.sensorout > dcs.dca.iop.sense1.signalin , sensor1.canbusaccess > dcs.hw.canbus , sensor2.sensorout > dcs.dca.iop.sense2.signalin , sensor2.canbusaccess > dcs.hw.canbus , actuator.canbusaccess > dcs.hw.canbus , dcs.hw.canbus > sensor1.canbusaccess , dcs.hw.canbus > sensor2.canbusaccess , dcs.hw.canbus > actuator.canbusaccess , dcs.dca.actuatorout > actuator.actuatorin"
modelagemaadl resourcebudgets scs tier2 3,"sensor1 , sensor2 , actuator , dcs , hw , canbus , pci , ram , cpu , dca , iop , sense1 , sense2 , actuate , app , filter , control","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor","canbus > cpu.cb , pci > cpu.pci , cpu.cb > canbus , cpu.pci > pci , filter.sensorfiltered > control.sensorfiltered , iop.sense1.signalout > app.filter.sensorraw1 , iop.sense1.signalout > app.filter.sensorraw2 , iop.sense2.signalout > app.samplingin2 , app.control.actuatesensor > iop.actuate.controlin , power > dcs.hw.cpu.power , power > dcs.hw.ram.power , power > dcs.hw.canbus.power , power > sensor1.power , power > sensor2.power , power > actuator.power , sensor1.sensorout > dcs.dca.iop.sense1.signalin , sensor1.canbusaccess > dcs.hw.canbus , sensor2.sensorout > dcs.dca.iop.sense2.signalin , sensor2.canbusaccess > dcs.hw.canbus , actuator.canbusaccess > dcs.hw.canbus , dcs.hw.canbus > sensor1.canbusaccess , dcs.hw.canbus > sensor2.canbusaccess , dcs.hw.canbus > actuator.canbusaccess , dcs.dca.actuatorout > actuator.actuatorin"
ocarina flightcontrolsystem fcs 1,"i2c , operator , gps , imu , platform , node a , ff , nl , nf , pl , pf , fl , ap , cpu rm","pos c , i2c , position , i2c , angle , acc , i2c , order , i2c , angle , position , acc , pos c , order , angle o , angle , pos c , pos o , acc c , pos i , pos o , acc c , acc o , angle c , acc i , acc o , angle c , angle o , order , position , acc , acc i , pos i , i2c","ff.angle o > fl.angle o , nl.acc c > pl.acc c , nf.pos o > nl.pos o , pl.angle c > fl.angle c , pf.acc o > pl.acc o , ap.acc i > pf.acc i , ap.pos i > nf.pos i , i2c > gps.i2c , i2c > imu.i2c , i2c > platform.i2c , i2c > cpu rm.i2c , operator.pos c > node a.nl.pos c , gps.position > node a.ap.position , imu.angle > node a.ff.angle , imu.acc > node a.ap.acc , node a.fl.order > platform.order"
ocarina gps interface satellite others 1,"satpos , mygps","position , observation , wakeup , position , observation , wakeup",
ocarina hardware dual processor powerpc 1,"system bus , shared memory , left , right","card connector , card connector , card connector",
ocarina model main i 1,"rtbus , layer topsecret , layer secret , layer unclassified , node1 netif , node2 netif , node1 memory , topsecret , secret , unclassified , driver , node2 memory , topsecret , secret , unclassified , driver , node1 partition topsecret , thr , node1 partition secret , thr , node1 partition unclassified , thr , node2 partition topsecret , node2 partition secret , node2 partition unclassified , node1 , runtime secret , runtime topsecret , runtime unclassified , runtime netif , node2 , runtime secret , runtime topsecret , runtime unclassified , runtime netif","the bus , the bus , outgoing , outgoing , outgoing",
ocarina pingpong s i 1,"pingpong , ping1 , pong1 , cpu1","output ev , input ev",ping1.output ev > pong1.input ev
ocarina pingpong t i 1,"subsys1 , pingpong , ping1 , pong1 , cpu1 , subsys2 , pingpong , ping1 , pong1 , cpu1","output ev , input ev , output ev , input ev","ping1.output ev > pong1.input ev , ping1.output ev > pong1.input ev"
ocarina producer consumer pc simple native 1,"the bus , t , pr a , producer , pr b , consumer , cpu","alpha , data source , beta , data sink , eth","the bus > cpu.eth , pr a.producer.data source > pr b.consumer.data sink"
ocarina radar radar simple 1,"vme , aerial , rotor , monitor , ram , main , receive , analyse , display , transmit , control angle , cpu","antenna out , antenna in , vme , motor out , vme , screen in , vme , vme , receive pulse , get angle , to screen , send pulse , receiver out , receiver in , from receiver , analyser out , from controller , from transmitter , display in , display out , transmitter out 1 , transmitter out 2 , controller in , controller out , vme","receive.receiver out > analyse.from receiver , analyse.analyser out > display.display in , transmit.transmitter out 2 > analyse.from transmitter , control angle.controller out > analyse.from controller , vme > aerial.vme , vme > rotor.vme , vme > monitor.vme , vme > cpu.vme , vme > ram.vme , aerial.antenna out > main.receive.receiver in , rotor.motor out > main.control angle.controller in , main.display.display out > monitor.screen in , main.transmit.transmitter out 1 > aerial.antenna in"
ocarina s s 1,pc part,"bustype 1 1 , pp 1",pc part.pp 1 > bustype 1 1
ocarina t15 integrated t15 i 1,"s1 , s2","b1 , b1",s1.b1 > s2.b1
ocarina t15 system 15 i 1,"process1 , process2","fg , dport , edport , eport , datap , sp , spg , fg , dport , edport , eport , datap , sp , spg","process2.fg > process1.fg , process2.dport > process1.dport , process2.edport > process1.edport , process2.eport > process1.eport , process2.datap > process1.datap , process2.sp > process1.sp , process2.spg > process1.spg"
ocarina t16 system t16 i 1,"s1 , s2 , s3","e1 , e1 , e1 , e2","s1.e1 > s3.e1 , s3.e2 > s2.e1"
ocarina t16 system t16 one i 1,p1,"e1 , e1",p1.e1 > e1
ocarina t16 system t16 three i 1,p1,"e1 , e2 , e1 , e2","e1 > p1.e1 , p1.e2 > e2"
ocarina t16 system t16 two i 1,p1,"e1 , e1",e1 > p1.e1
ocarina testfeaturegroup top i 1,"s1 , s2","fg , f1 , f2 , fg , f1 , f2","s1.fg.f1 > s2.fg.f1 , s1.fg.f2 > s2.fg.f2 , s2.fg.f1 > s1.fg.f1 , s2.fg.f2 > s1.fg.f2"
ocarina test xml connections main 1,"b1 , d1 , p1 , t1 , t2 , p2 , t1 , t2","b1 , in port , out port , in port , out port , in port , out port , in port , out port , in port , out port , in port , out port","t1.out port > t2.in port , t1.out port > t2.in port , b1 > d1.b1 , d1.b1 > b1 , p1.t2.out port > p2.t1.in port"
ocarina test carext 1,"powertrain , exhaustsystem","exhaustoutput , exhaustmanifold",
ocarina test carrt 1,"powertrain , exhaustsystem","exhaustoutput , exhaustmanifold",
ocarina test order deployment 1,"p1 , t1","out port , out port",
ocarina test s 1,"bus1 , part1",rba,part1.rba > bus1
ocarina t s2 i 1,"a , b","outp , inp",a.outp > b.inp
ocarina t s i 1,"a , b","outp , inp",a.outp > b.inp
ocarina vehicle root 1,"vehicle , speed controller , position controller , airbag controller , direction controller","vehicle cmd input , speed command , position command , airbag command , direction command , command data , engage , disengage , command data , engage , disengage , command data , engage , disengage , command data , engage , disengage",
ocarina vehicle vehicle standard 1,"speed controller , position controller , airbag controller , direction controller","vehicle cmd input , speed command , position command , airbag command , direction command , command data , engage , disengage , command data , engage , disengage , command data , engage , disengage , command data , engage , disengage",
oqarina car car 1,"can , process a , t1 , t2 , process b , t3 , t4 , t5 , t6 , process c , t7 , t8 , t9 , cpu a , cpu b , cpu c","m1 out , m2 in , m1 out , m2 in , m1 in , m2 out , m3 out , m2 out , m1 in , m3 out , m3 in , m4 in , m3 in , m4 out","t9.m4 out > t8.m4 in , process a.t1.m1 out > process b.t6.m1 in , process b.t5.m2 out > process a.t2.m2 in , process b.t6.m3 out > process c.t9.m3 in"
parkingproject parking system parking simple 1,"vme , camera in , camera out , gate in , gate out , inductive loop in , inductive loop out , gate loop in , gate loop out , check out , board , parking slot1 , parking slot2 , parking slot3 , ram , main , inductive loop in thread , plates data thread , car passed entry thread , car parked thread , car moved thread , inductive loop out thread , calculate price , open gate out thread , car passed exit thread , cpu","plates data , recognise plates , plates data event , vme , plates data , recognise plates , plates data event , vme , open gate , close gate , open gate , close gate , car on loop , car on loop , car on loop , car on loop , parking price , parking paid , vme , open slots , vme , car in , car out , car in , car out , car in , car out , vme , plates data in , plates data out , parking price , open slots , open gate in , open gate out , car on loop in , car on loop out , recognise plates in , recognise plates out , parking paid , car on gate loop in , car on gate loop out , close gate in , close gate out , car in , car out , plates data in event , plates data event , car on loop , recognize plates in , plates data in , plates data in event , open gate in , car on loop , close gate , slots number , car parked , slots number , car moved , car on loop , recognize plates out , plate number , calculated price , plate number event , parking paid , open gate out , car on loop , close gate , vme","vme > camera in.vme , vme > camera out.vme , vme > check out.vme , vme > ram.vme , vme > cpu.vme , vme > board.vme , camera in.plates data > main.plates data thread.plates data in , camera in.plates data event > main.calculate price.plate number event , camera out.plates data > main.calculate price.plate number , camera out.plates data event > main.plates data thread.plates data in event , inductive loop in.car on loop > main.inductive loop in thread.car on loop , inductive loop out.car on loop > main.inductive loop out thread.car on loop , gate loop in.car on loop > main.car passed entry thread.car on loop , gate loop out.car on loop > main.car passed exit thread.car on loop , check out.parking paid > main.open gate out thread.parking paid , parking slot1.car in > main.car parked thread.car parked , parking slot1.car out > main.car moved thread.car moved , parking slot2.car in > main.car parked thread.car parked , parking slot2.car out > main.car moved thread.car moved , parking slot3.car in > main.car moved thread.car moved , parking slot3.car out > main.car moved thread.car moved , main.inductive loop in thread.recognize plates in > camera in.recognise plates , main.plates data thread.open gate in > gate in.open gate , main.car passed entry thread.close gate > gate in.close gate , main.car parked thread.slots number > board.open slots , main.car moved thread.slots number > board.open slots , main.inductive loop out thread.recognize plates out > camera out.recognise plates , main.calculate price.calculated price > check out.parking price , main.open gate out thread.open gate out > gate out.open gate , main.car passed exit thread.close gate > gate out.close gate"
polyorb hi ada d3extended probe native 1,"the bus , eth1 , eth2 , gnc tmtc pos , pos data , field , gnc th , tmtc th , gc , ground th , p1 , p2","out port , update , read , data source , gnc pos , tmtc pos , in port , data sink , eth , eth","pos data > gnc th.gnc pos , pos data > tmtc th.tmtc pos"
polyorb hi ada dclocal delayed connections native 1,"node a , sender , receiver , cpu","data source , n cycle , data sink , n cycle","sender.data source > receiver.data sink , sender.n cycle > receiver.n cycle"
polyorb hi ada flowlatencysampleddata application allperiodicsampled 1,"sense , actuate , compute1 , tstep1 , compute2 , tstep2 , compute3 , tstep3","db , outed , devbus , ined , devbus , ined , outed , ined , outed , ined , outed , ined , outed , ined , outed , ined , outed","sense.outed > compute1.tstep1.ined , compute1.tstep1.outed > compute2.tstep2.ined , compute2.tstep2.outed > compute3.tstep3.ined , compute3.tstep3.outed > actuate.ined"
polyorb hi ada hw leon case study leon 1,"b , wom , regular producer , on call producer , external event server , activation log reader , ins , cpu 1 , cpu 2","external interrupt depository , additional workload , handle external interrupt , additional workload depository , external interrupt , external interrupt depository , external interrupt depository , signal , eth , eth",
