Model,Cluster,Component,Feature
smartparking persinteractvtravinfo,4,personal info info thread,interactv travle info traveler req traveler src update interactv travle info traveler req traveler src update interactv travle info traveler req traveler src update
smartparking personallocmanagement,4,travnavmapdatabase driverloc,personal loca personal loca personal loca
smartparking roadsideequip,4,rseparkmgmt vehdata loc identity veh paymt rsideparkcomm,personal loca vehicle paymt req park mgmt appl info conn vehicle data park avail veh paymt req veh paymt update personal loca vehicle paymt req conn vehicle data park avail veh paymt req personal loca vehicle paymt req veh paymt req personal loca vehicle paymt req veh paymt req conn vehicle data park avail
smartparking rseparkmgmt,4,vehdata loc identity veh paymt rsideparkcomm,personal loca vehicle paymt req conn vehicle data park avail veh paymt req personal loca vehicle paymt req veh paymt req personal loca vehicle paymt req veh paymt req conn vehicle data park avail
smartparking smartparkingsystem,17,parkmgmtsys parkmgmt dynparklot park lot occupancy detectveh manageparkreserv park lot space parkelecpaymt billdriver parking cost updateparkdata space roadsideequip rseparkmgmt vehdata loc identity veh paymt rsideparkcomm transinfoctr ticinteractvtravinfo trav profile trav info ticdatacoll misctravinfo traff data trav trafficdata pricedata vehicleobe vehbasesafe communicationremote deviceidentity driverguidanceinterface fromdriver confirmation vehiclelocationdata vehicleloc driverinformationinterface persidentity communicationsupport vehiclesecurecommunication parkingsystem paymentdeviceinterface roadsideinforeception vehiclelocdata vehiclenavmapdatabase driverpersonalreq driver persinfodev persinteractvtravinfo personal info info thread personallocmanagement travnavmapdatabase driverloc,vehicle paymt req conn vehicle data parking info park mgmt appl info driver info occupancy park space occupancy park occupancy park space space pay req capacity update pay req pay req capacity update capacity update personal loca vehicle paymt req park mgmt appl info conn vehicle data park avail veh paymt req veh paymt update personal loca vehicle paymt req conn vehicle data park avail veh paymt req personal loca vehicle paymt req veh paymt req personal loca vehicle paymt req veh paymt req conn vehicle data park avail traveler req traveler src update parking info interactv travle info traveler req interactv travle info traveler req interactv travle info traveler req interactv travle info traveler src update traveler src update traveler src update traveler info driver ip park avail pers info vehicle paymt req vehicle paymt update vehicle loca motion veh guide req guidance loca identity pers info veh veh guide req guidance guide req guidance loca identity loca identity pers info pers info driver info driver ip req service driver paymt txn status local travlr info interactv travle info personal loca transit user info traveler req traveler src update interactv travle info traveler req traveler src update interactv travle info traveler req traveler src update interactv travle info traveler req traveler src update personal loca personal loca personal loca
smartparking ticdatacoll,4,misctravinfo traff data trav trafficdata pricedata,traveler src update traveler src update traveler src update
smartparking ticinteractvtravinfo,4,trav profile trav info,traveler req interactv travle info traveler req interactv travle info traveler req interactv travle info
smartparking transinfoctr,17,ticinteractvtravinfo trav profile trav info ticdatacoll misctravinfo traff data trav trafficdata pricedata,traveler req traveler src update parking info interactv travle info traveler req interactv travle info traveler req interactv travle info traveler req interactv travle info traveler src update traveler src update traveler src update
smartparking vehbasesafe,5,communicationremote deviceidentity driverguidanceinterface fromdriver confirmation vehiclelocationdata vehicleloc driverinformationinterface persidentity,veh guide req guidance loca identity pers info veh veh guide req guidance guide req guidance loca identity loca identity pers info pers info
smartparking vehicleobe,4,vehbasesafe communicationremote deviceidentity driverguidanceinterface fromdriver confirmation vehiclelocationdata vehicleloc driverinformationinterface persidentity communicationsupport vehiclesecurecommunication parkingsystem paymentdeviceinterface roadsideinforeception vehiclelocdata vehiclenavmapdatabase driverpersonalreq,traveler info driver ip park avail pers info vehicle paymt req vehicle paymt update vehicle loca motion veh guide req guidance loca identity pers info veh veh guide req guidance guide req guidance loca identity loca identity pers info pers info
speedwrisic roadassistanceits,4,rtinfo rtsurveillance remontior rvaryinglimits,variablespeedlimit sensorscontrol sensorsflowpath vehiclesignagedata trafficenvdata trafficinfo signaldata trafficinfo envout envin varspeed
speedwrisic rsequip,5,rseenvmonitoring roadwaytmonitoring vehiclesign rsetravinfocomm rsespeedmgmt,linfo einfo speedinformation signalinfo vehiclesignagedata trafficenvdata speedmminfo einfo signalinfo vehiclesignageinfo trafficmonitoring v locinfo speedin speedout
speedwrisic speed,4,vehicletransit sensor speedassistances roadsideinforeception speed limit vehicle signage environmentmontior sensor safecheck rse rseenvmonitoring roadwaytmonitoring vehiclesign rsetravinfocomm rsespeedmgmt tminfo tmdistribution tmlimits tmmontior survelliance roadassistanceits rtinfo rtsurveillance remontior rvaryinglimits,lspeed wsensor speedmgmtdata signalinfo sensor output speedinformation speedmanagement vehiclesignage speedinformation v data envdata temp temp locationinfo linfo einfo speedinformation signalinfo vehiclesignagedata trafficenvdata speedmminfo einfo signalinfo vehiclesignageinfo trafficmonitoring v locinfo speedin speedout variablespeed sensorscontrol sensorsflowpath trafficsituation speedmminfo speedmmstatus varspeed status info envin envout trafficdata variablespeedlimit sensorscontrol sensorsflowpath vehiclesignagedata trafficenvdata trafficinfo signaldata trafficinfo envout envin varspeed
speedwrisic tminfo,4,tmdistribution tmlimits tmmontior survelliance,variablespeed sensorscontrol sensorsflowpath trafficsituation speedmminfo speedmmstatus varspeed status info envin envout trafficdata
speedwrisic vehicletransit,17,sensor speedassistances roadsideinforeception speed limit vehicle signage environmentmontior sensor safecheck,lspeed wsensor speedmgmtdata signalinfo sensor output speedinformation speedmanagement vehiclesignage speedinformation v data envdata temp temp locationinfo
vtv transvobe,4,transvvsafety status op ctrl loc ctrl thp thl,bus access host status coll inf op disp op rvloc vloc alarm pla ctrl chg ctrl p l host status coll inf op disp op rvloc vloc alarm pla ctrl chg ctrl p l host status coll inf alarm p l op disp op dp dl rvloc vloc datin datout datin datout
vtv vehicletransitsystem,4,transitvehicledatabus roadsideequip itsroadequip transvobe transvvsafety status op ctrl loc ctrl thp thl remotevehicleobe transoperator,host status coll inf pla ctrl chg ctrl vloc e dvr inf bus access host status coll inf op disp op rvloc vloc alarm pla ctrl chg ctrl p l host status coll inf op disp op rvloc vloc alarm pla ctrl chg ctrl p l host status coll inf alarm p l op disp op dp dl rvloc vloc datin datout datin datout rvloc vloc vloc e dvr inf op disp op alarm
aadlv issue 16 parent,43,child child,fg fg f3 f2 f3 fg fg f3 f2 f3 f1 fg fg f3 f2 f3 f1
aadlvending sterownik vendingmachinesterownik device,39,sys bus sys fotokomorka sys przyciski sys wyswietlacz sys liczydlo sys podajnik sys controller thread motion thread deal thread give thread view thread money thread button sys proccesor processor ram,motion bus access wcisnieto bus access wiadomosc bus access sum money reszta bus access wysun produkt bus access sum money reszta wiadomosc wysun produkt wcisnieto motion motion motion button message wysun reszta sum motion wysun reszta wysun reszta message message sum sum button button bus access
aadlvending sterownik vendingmachinesterownik device,39,sys bus sys fotokomorka sys przyciski sys wyswietlacz sys liczydlo sys podajnik sys controller thread motion thread deal thread give thread view thread money thread button sys proccesor processor ram,motion bus access wcisnieto bus access wiadomosc bus access sum money reszta bus access wysun produkt bus access sum money reszta wiadomosc wysun produkt wcisnieto motion motion motion button message wysun reszta sum motion wysun reszta wysun reszta message message sum sum button button bus access
architecture marspathfinder pt simple,36,data ordo bus donnees pilotage radio camera mesure meteo cpu,share share share share
fee board stm stml discovery,19,ic ic ic serial flash ram cpu,ic link ic link ic link serial link scl sda scl sda scl sda
fee fee fee,19,lightsensor board ic ic ic serial flash ram cpu,ic ic link ic link ic link serial link scl sda scl sda scl sda
il project il il,43,il process frequency selection providing deviation data,tp mp tunefunctestinhibit functestinput freqfuncdatasourceselect airgroundlogic audiodistributionsystem locgsinterrupt bus bus bus bus sdi sdi sdi sdi common controlpanelspare suggestedspare suggestedspare controlpanelpower bp bp bp bp bp bp frequency data input porta frequency data input portb loc signal input glide signal input frequency data output port frequency data output port loc data output glide data output frequency data input frequency data output loc signal input glide signal input loc data output glide data output
model bankomat atmsystem device,39,bus czytnik kart modul gotowkowy drukarka sejf klawiatura wyswietlacz modul lacznosci controller read card insert read modul input sejf thread klawiatura thread obraz output drukarka lacznosc thread processor memory,wlozono karte zatrzymaj karte bus access pobierz gotowke gotowka pobrana bus access drukuj bus access umieszczono gotowke wydaj gotowke bus access key input bus access obraz input bus access dane karty dane konta bus access key input obraz drukarka dane karty dane konta czytnik sejf czytnik sejf modul gotowkowy modul gotowkowy czytnik czytnik modul modul sejf sejf keyboard obraz drukarka dane konta dane karty bus access
raspberry smacz humanactivitymonitoringsystem,40,pi bus ic gpios bus operating sys imu n imu f screen controller screen alarm brba brbb brbc brbd sw pow sw rec gpios terminal pi ram pi card daemon process mainloop interrupt record process mainloop interrupt screenwriter export process mainloop predict process mainloop pi cpu pi cpu,sig sig sig sig sig ba accelerometeroutput gyroscopeoutput magnetometeroutput generaloutput samplingsettings ba accelerometeroutput gyroscopeoutput magnetometeroutput generaloutput samplingsettings ba input input ba ba togglealarm ba state ba state ba state ba state ba state ba state ba output b c rec pow ba input ba ba gpioinput screenoutput signal gpioinput screenoutput signal gpioinput signal screenoutput imu n input imu f input gpioinput signal screenoutput binaryoutput imu n input imu f input gpioinput signal screenwriteroutput binaryoutput gpioinput signal whattowrite screenoutput binaryinput csvoutput signal binaryinput csvoutput signal binaryinput alarmport signal binaryinput alarmport signal ba ba
aaspe automotive car cherokee,19,ihs c wifi radio hvac amplifier bcm hsm ab acc eps epb,cellular access wifi access ihs socket c socket wifi access cellular access socket socket socket socket socket socket socket socket
aaspe automotive integration attack,19,cellular internet router cel car ihs c wifi radio hvac amplifier bcm hsm ab acc eps epb attacker cel attacker wifi attacker internet,socket internet cellular access wifi access ihs socket c socket wifi access cellular access socket socket socket socket socket socket socket socket connection connection connection
aaspe automotive integration,19,cellular internet router cel car ihs c wifi radio hvac amplifier bcm hsm ab acc eps epb,socket internet cellular access wifi access ihs socket c socket wifi access cellular access socket socket socket socket socket socket socket socket
aaspe security cwe correct,10,r,e e
aaspe security cwe incorrect,8,r,e e
aaspe security cwe,8,r,e e
aaspe security cwe failure,22,r,dataout datain
aaspe security cwe,22,r,dataout datain
aaspe security cwe success,22,r,dataout datain
aaspe security cwe success,22,r,dataout datain
aaspe security cwe correct,8,d1 d2,
aaspe security cwe incorrect,8,d1 d2,
aaspe security cwe,8,d1 d2,
aaspe security cwe failure array,22,r,dataout datain
aaspe security cwe failure float,22,r,dataout datain
aaspe security cwe failure int,2,r,dataout datain
aaspe security cwe success array,2,r,dataout datain
aaspe security cwe success float,22,r,dataout datain
aaspe security cwe success int,22,r,dataout datain
aaspe security r0 correct,20,b r,mybus mybus
aaspe security r0 incorrect,20,b r,mybus mybus
aaspe security r0,20,b r,mybus mybus
aaspe security r1 correct,10,r,outfeat infeat
aaspe security r1 incorrect,10,r,outfeat infeat
aaspe security r1,10,r,outfeat infeat
aaspe security r5 correct,8,pr,f1 f2
aaspe security r5 incorrect,8,pr,f1 f2
aaspe security r5 incorrect,8,pr,f1 f2
aaspe security r5 incorrect,8,pr,f1 f2
aaspe security r5 incorrect,8,pr,f1 f2
aaspe security r5,8,pr,f1 f2
aaspe security r6 correct,20,b1 b2 r,mybus mybus mybus mybus
aaspe security r6 incorrect,20,b1 b2 r,mybus mybus mybus mybus
aaspe security r6,20,b1 b2 r,mybus mybus mybus mybus
aaspe security r7 integration fail,22,thebus thebus sender intermediate receiver,dataout datain dataout datain
aaspe security r7 integration fail,22,thebus thebus sender intermediate receiver http http,dataout datain dataout datain
aaspe security r7 integration fail,22,thebus thebus sender intermediate receiver http http,dataout datain dataout datain
aaspe security r7 integration,22,thebus thebus sender intermediate receiver,dataout datain dataout datain
aaspe security r7 integration success,22,thebus thebus sender intermediate receiver http ssl http ssl,dataout datain dataout datain
aaspe security r7 integration success,22,thebus thebus sender intermediate receiver ssl ssl,dataout datain dataout datain
aaspe security r7 integration success,22,thebus thebus sender intermediate receiver,dataout datain dataout datain
aaspe security timing requirement correct,8,r,e e
aaspe security timing requirement incorrect,8,r,e e
aaspe security timing requirement,8,r,e e
aaspe sel bb serial beaglebone,40,serial boo thr cpu runtime boo runtime serial,datain dataout datain dataout datain dataout uart mem serial mem
aaspe sel ping pong event ping beaglebone,36,prod pinger con ping cpu runtime prod runtime con,port data source port data sink
aaspe sel ping pong event ping,36,prod pinger con ping cpu runtime prod runtime con,port data source port data sink
aaspe sel ping pong event ping kzm,36,prod pinger con ping cpu runtime prod runtime con,port data source port data sink
aaspe sel ping pong event ping x,36,prod pinger con ping cpu runtime prod runtime con,port data source port data sink
aaspe sel ping pong ping beaglebone,36,prod pinger con ping cpu runtime prod runtime con,port data source port data sink
aaspe sel ping pong ping,36,prod pinger con ping cpu runtime prod runtime con,port data source port data sink
aaspe sel ping pong ping kzm,36,prod pinger con ping cpu runtime prod runtime con,port data source port data sink
aaspe sel ping pong ping x,36,prod pinger con ping cpu runtime prod runtime con,port data source port data sink
adiru adiru adiru,7,afdx network vl vl vl vl vl vl cdu temperature sensor rdc pitot static sensor rdc mem irmem adrmem module ir ir memory ir process ir thread cpu partition ir module adr adr memory irmem adrmem adr process adr thread cpu partition adr fmc,indicated aoa cdu ad cdu ir cmd m1 disc output m2 disc output latitude longitude magnetic heading tot temp static air temp afdx access true airspeed tot pressure ground speed indicated aoa afdx access afdx access altitude true airspeed inertial altitude inertial v present po lat present po long ground speed track angle true magnetic heading wind speed wind direction true true heading body pitch acc body roll acc body yaw acc set latitude set longitude set magnetic heading m1 disc m2 disc altitude true airspeed inertial altitude inertial v present po lat present po long ground speed track angle true magnetic heading wind speed wind direction true true heading body pitch acc body roll acc body yaw acc set latitude set longitude set magnetic heading th altitude th true airspeed th inertial altitude th inertial v th present po lat th present po long th ground speed th track angle true th magnetic heading th wind speed th wind direction true th true heading th body pitch acc th body roll acc th body yaw acc th set latitude th set longitude th set magnetic heading afdx access altitude mach altitude rate tat indicated aoa baro corr altitude baro corr altitude computed air speed true airspeed ground speed sat impact pressure tot pressure corrected aoa discrete word discrete word altitude mach altitude rate tat indicated aoa baro corr altitude baro corr altitude computed air speed true airspeed ground speed sat impact pressure tot pressure corrected aoa discrete word discrete word altitude mach altitude rate tat indicated aoa baro corr altitude baro corr altitude computed air speed true airspeed sat impact pressure tot pressure corrected aoa discrete word discrete word present po lat present po long ground speed track angle true wind speed
adiru adr,4,adr memory irmem adrmem adr process adr thread cpu partition adr,afdx access altitude mach altitude rate tat indicated aoa baro corr altitude baro corr altitude computed air speed true airspeed ground speed sat impact pressure tot pressure corrected aoa discrete word discrete word altitude mach altitude rate tat indicated aoa baro corr altitude baro corr altitude computed air speed true airspeed ground speed sat impact pressure tot pressure corrected aoa discrete word discrete word altitude mach altitude rate tat indicated aoa baro corr altitude baro corr altitude computed air speed true airspeed sat impact pressure tot pressure corrected aoa discrete word discrete word
adiru ir,5,ir memory ir process ir thread cpu partition ir,afdx access altitude true airspeed inertial altitude inertial v present po lat present po long ground speed track angle true magnetic heading wind speed wind direction true true heading body pitch acc body roll acc body yaw acc set latitude set longitude set magnetic heading m1 disc m2 disc altitude true airspeed inertial altitude inertial v present po lat present po long ground speed track angle true magnetic heading wind speed wind direction true true heading body pitch acc body roll acc body yaw acc set latitude set longitude set magnetic heading th altitude th true airspeed th inertial altitude th inertial v th present po lat th present po long th ground speed th track angle true th magnetic heading th wind speed th wind direction true th true heading th body pitch acc th body roll acc th body yaw acc th set latitude th set longitude th set magnetic heading
aircraft aircraft functional aircraft functional model,18,sys stability pitch sys spoiler sys thrust management sys forward thrust,isfailing isfailing isfailing isfailing isfailing
air ex,9,p pt q qt,pout ptout qin qtin
air ex,9,p ptout ptin q qt r rt,sin sin sout sout pin pout pout unconnectedout pout ptoutin ptoutout ptinin ptinout ptinout qin qin qout qout qtin qtout rin rin rin rin rout rout rtin rtout
air ex wrapper,9,p ptout ptin q qt r rt,sin sin sout sout pin pout pout unconnectedout pout ptoutin ptoutout ptinin ptinout ptinout qin qin qout qout qtin qtout rin rin rin rin rout rout rtin rtout tin
air ex,9,ap,asout apout atout
air ex b,9,bp bt,bsin bpin btin
air ex wrapper,9,ap b bp bt,asout apout atout bsin bpin btin
alisa response time simple computation chain,3,first process second process,datain dataout datain dataout datain dataout
model smart home client client,9,client control unit,client mcr client mcr client r client r ccu data receiver ccu data sender
model smart home maincontrolrouter maincontrolrouter,9,zigbee device controller ip device controller remote msg control controller,temperature smoke status mcr remote mcr remote mcr zd mcr zd mcr ipd mcr ipd dev data receiver dev data sender ctr data receiver ctr data sender dev data receiver dev data sender ctr data receiver ctr data sender app data receiver app data sender ctr data receiver ctr data sender zdc data receiver zdc data sender ipdc data receiver ipdc data sender remote data receiver remote data sender
model smart home remoteserver remoteserver,9,client controller router controller,r mcr r mcr r client r client cc data receiver cc data sender rc data receiver rc data sender
model smart home smart home smart home,9,zigbee device ip device control router zigbee device controller ip device controller remote msg control controller remote server client controller router controller client client control unit,sensing zd mcr ipd mcr ipd mcr temperature smoke status mcr remote mcr remote mcr zd mcr zd mcr ipd mcr ipd dev data receiver dev data sender ctr data receiver ctr data sender dev data receiver dev data sender ctr data receiver ctr data sender app data receiver app data sender ctr data receiver ctr data sender zdc data receiver zdc data sender ipdc data receiver ipdc data sender remote data receiver remote data sender r mcr r mcr r client r client cc data receiver cc data sender rc data receiver rc data sender client mcr client mcr client r client r ccu data receiver ccu data sender
aps communication architecture aidstonavigation aidstonavigation,4,rtkbasestation gnsstransmitter,uhfpositioncorrection gnsssignal correctiondata gnssdata
aps communication architecture aps apscommunication,27,internetmodule rccapsmodule trafficmodule emergencycontrolmodule switch corecommunication switch backup corecommunication primarywanloadbalancer secondarywanloadbalancer asc asc colavandssitaw asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming networkandsystemmanagement nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism nicteaming siem asc backup colavandssitaw backup asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming networkandsystemmanagement backup nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism backup nicteaming siem machinerysystem iocard iocard azimuththruster azimuththruster azimuththruster azimuththruster navigationsystem lidar lidar radar radar radar eo eo eo domecamera ircamera spu spu spu radar spu spu eo lidar lidar eo radar senseorswitch gnss imu gnss security gnss id rtk uhf gnssreceiver senseorswitch backup gnssreceiver gnss imu backup gnss security gnss id safetysystem generaliomodule userpanel alarm lantern anchordrop horn bm emergencybuttontransmitter epb emergencycommunicationmodule id id,internetaccess aiscommunication rcccommunication radiocommunication uhfpositioncorrection gnsssignal mobilecommunication uplinkdownlinkport managementport eth eth controlport eth eth wirelessport controlport dataport navdataport gnsssignal controlport eth eth eth eth wirelessport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth redundancyport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth redundancyport primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport primarywan secondarywan eth eth eth eth eth eth eth eth redundancyport colavandssitaw main colavandssitaw main colavandssitaw backup colavandssitaw backup ec nsm main nsm main nsm backup nsm backup ism main ism main ism backup ism backup colavandssitaw primary colavandssitaw secondary networkandsystemmanagement primary networkandsystemmanagement secondary ism primar ism secondary eth eth dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport colavandssitaw backup primary colavandssitaw backup secondary networkandsystemmanagement backup primary networkandsystemmanagement backup secondary ism backup primar ism backup secondary emergencycontrolport eth eth emergencyport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport maindataport maindataport backupdataport backupdataport signalport signalport eth eth signalport signalport eth eth signalport signalport signalport signalport maindataport maindataport maindataport maindataport backupdataport backupdataport backupdataport backupdataport positioncorrectionport gnsssignal controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth rtk uhf datain gnsssignalin eth eth dataport dataport dataout positioncorrectiondata dataport incoming eth eth eth eth eth eth eth eth dataport incoming rtk uhf datain gnsssignalin eth eth dataport dataport maindataport backupdataport input output output output output eth eth output input input input input maindataport backupdataport emergencysignal buttonpressed emergencysignalin emergencysignalout eth eth eth eth
aps communication architecture aps asc backup,4,colavandssitaw backup asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming networkandsystemmanagement backup nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism backup nicteaming siem,colavandssitaw backup primary colavandssitaw backup secondary networkandsystemmanagement backup primary networkandsystemmanagement backup secondary ism backup primar ism backup secondary emergencycontrolport eth eth emergencyport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport
aps communication architecture aps asc,26,asc colavandssitaw asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming networkandsystemmanagement nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism nicteaming siem asc backup colavandssitaw backup asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming networkandsystemmanagement backup nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism backup nicteaming siem,colavandssitaw main colavandssitaw main colavandssitaw backup colavandssitaw backup ec nsm main nsm main nsm backup nsm backup ism main ism main ism backup ism backup colavandssitaw primary colavandssitaw secondary networkandsystemmanagement primary networkandsystemmanagement secondary ism primar ism secondary eth eth dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport colavandssitaw backup primary colavandssitaw backup secondary networkandsystemmanagement backup primary networkandsystemmanagement backup secondary ism backup primar ism backup secondary emergencycontrolport eth eth emergencyport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport
aps communication architecture aps asc,26,colavandssitaw asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming networkandsystemmanagement nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism nicteaming siem,colavandssitaw primary colavandssitaw secondary networkandsystemmanagement primary networkandsystemmanagement secondary ism primar ism secondary eth eth dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport
aps communication architecture aps colavandssitaw backup,4,asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming,eth eth emergencyport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth
aps communication architecture aps colavandssitaw,4,asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming,eth eth dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth
aps communication architecture aps emergencybuttontransmitter,9,epb emergencycommunicationmodule,emergencysignal buttonpressed emergencysignalin emergencysignalout
aps communication architecture aps gnss imu backup,3,gnss security gnss id,rtk uhf datain gnsssignalin eth eth dataport dataport
aps communication architecture aps gnss imu,3,gnss security gnss id,rtk uhf datain gnsssignalin eth eth dataport dataport
aps communication architecture aps ism,26,nicteaming siem,et et veth veth teamedeth dataport
aps communication architecture aps machinerysystem,40,iocard iocard azimuththruster azimuththruster azimuththruster azimuththruster,maindataport maindataport backupdataport backupdataport signalport signalport eth eth signalport signalport eth eth signalport signalport signalport signalport
aps communication architecture aps navigationsystem backup,4,rtk uhf backup gnssreceiver gnss imu backup,maindataport maindataport backupdataport backupdataport dataout positioncorrectiondata dataport incoming rtk uhf datain gnsssignalin eth eth
aps communication architecture aps navigationsystem backup withredundancy,27,lidar radar eo radar lidar eo spu spu rtk uhf gnssreceiver gnss imu backup senseorswitch backup,maindataport maindataport backupdataport backupdataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth dataout positioncorrectiondata dataport incoming rtk uhf datain gnsssignalin eth eth eth eth eth eth eth eth eth eth
aps communication architecture aps navigationsystem,27,lidar lidar lidar lidar radar radar radar radar radar eo eo eo eo eo domecamera ircamera spu spu spu spu spu senseorswitch gnss imu rtk uhf gnssreceiver,maindataport maindataport maindataport maindataport backupdataport backupdataport backupdataport backupdataport positioncorrectionport gnsssignal controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth rtk uhf datain gnsssignalin eth eth dataout positioncorrectiondata dataport incoming
aps communication architecture aps navigationsystem withredundancy,27,lidar lidar radar radar radar eo eo eo domecamera ircamera spu spu spu radar spu spu eo lidar lidar eo radar senseorswitch gnss imu gnss security gnss id rtk uhf gnssreceiver senseorswitch backup gnssreceiver gnss imu backup gnss security gnss id,maindataport maindataport maindataport maindataport backupdataport backupdataport backupdataport backupdataport positioncorrectionport gnsssignal controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth rtk uhf datain gnsssignalin eth eth dataport dataport dataout positioncorrectiondata dataport incoming eth eth eth eth eth eth eth eth dataport incoming rtk uhf datain gnsssignalin eth eth dataport dataport
aps communication architecture aps navigationsystem withredundancy,27,lidar lidar lidar lidar radar radar radar radar radar eo eo eo eo eo domecamera ircamera spu spu spu spu spu senseorswitch senseorswitch backup gnss imu rtk uhf gnssreceiver,maindataport maindataport maindataport maindataport backupdataport backupdataport backupdataport backupdataport positioncorrectionport gnsssignal controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth rtk uhf datain gnsssignalin eth eth dataout positioncorrectiondata dataport incoming
aps communication architecture aps networkandsystemmanagement,26,nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook,eth eth veth veth teamedeth dataport dataport dataport
aps communication architecture aps safetysystem,40,generaliomodule userpanel alarm lantern anchordrop horn,maindataport backupdataport input output output output output eth eth output input input input input
aps communication architecture cloudcomponent apscommunication,2,communicationhubserver,stakeholdercommunication internetaccess dataport
aps communication architecture ect apscommunication,27,ect emergencymodule ect emergencybuttonreceiver,radiocommunication aiscommunication rcccommunication mobilecommunication eth eth eth eth wirelessport emergencysignal
aps communication architecture ect emergencybuttonreceiver,10,emergencycommunicationmodule emergencynotification,emergencysignal emergencysignalin emergencysignalout emergencysignalreceived
