Model,Component,Feature,ConnectionInstance
aps communication architecture aps asc backup,colavandssitaw backup asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming networkandsystemmanagement backup nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism backup nicteaming siem,colavandssitaw backup primary colavandssitaw backup secondary networkandsystemmanagement backup primary networkandsystemmanagement backup secondary ism backup primar ism backup secondary emergencycontrolport eth eth emergencyport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport,asc processdataport nicteamingteamedeth nicteamingteamedeth asc processdataport nicteamingteamedeth connectivitymanager processdataport nicteamingteamedeth uamdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth digitallogbookdataport uamdataport nicteamingteamedeth connectivitymanager processdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth nicteamingteamedeth siemdataport siemdataport nicteamingteamedeth colavandssitaw backup primary colavandssitaw backupnicteamingveth colavandssitaw backup secondary colavandssitaw backupnicteamingveth networkandsystemmanagement backup primary networkandsystemmanagement backupnicteamingveth networkandsystemmanagement backup secondary networkandsystemmanagement backupnicteamingveth ism backup primar ism backupnicteamingveth ism backup secondary ism backupnicteamingveth emergencycontrolport colavandssitaw backupasc processemergencydataport colavandssitaw backupasc processemergencydataport emergencycontrolport colavandssitaw backupnicteamingveth colavandssitaw backup secondary colavandssitaw backupnicteamingveth colavandssitaw backup primary networkandsystemmanagement backupnicteamingveth networkandsystemmanagement backup primary networkandsystemmanagement backupnicteamingveth networkandsystemmanagement backup secondary ism backupnicteamingveth ism backup primar ism backupnicteamingveth ism backup secondary
aps communication architecture aps asc,asc main colavandssitaw main asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming networkandsystemmanagement main nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism main nicteaming siem asc backup colavandssitaw backup asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming networkandsystemmanagement backup nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism backup nicteaming siem,colavandssitaw main colavandssitaw main colavandssitaw backup colavandssitaw backup ec nsm main nsm main nsm backup nsm backup ism main ism main ism backup ism backup colavandssitaw main primary colavandssitaw main secondary networkandsystemmanagement main primary networkandsystemmanagement main secondary ism main primar ism main secondary eth eth dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport colavandssitaw backup primary colavandssitaw backup secondary networkandsystemmanagement backup primary networkandsystemmanagement backup secondary ism backup primar ism backup secondary emergencycontrolport eth eth emergencyport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport,asc processdataport nicteamingteamedeth nicteamingteamedeth asc processdataport nicteamingteamedeth connectivitymanager processdataport nicteamingteamedeth uamdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth digitallogbookdataport uamdataport nicteamingteamedeth connectivitymanager processdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth nicteamingteamedeth siemdataport siemdataport nicteamingteamedeth asc processdataport nicteamingteamedeth nicteamingteamedeth asc processdataport nicteamingteamedeth connectivitymanager processdataport nicteamingteamedeth uamdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth digitallogbookdataport uamdataport nicteamingteamedeth connectivitymanager processdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth nicteamingteamedeth siemdataport siemdataport nicteamingteamedeth colavandssitaw main asc maincolavandssitaw mainnicteamingveth colavandssitaw main asc maincolavandssitaw mainnicteamingveth colavandssitaw backup asc backupcolavandssitaw backupnicteamingveth colavandssitaw backup asc backupcolavandssitaw backupnicteamingveth ec asc backupcolavandssitaw backupasc processemergencydataport nsm main asc mainnetworkandsystemmanagement mainnicteamingveth nsm main asc mainnetworkandsystemmanagement mainnicteamingveth nsm backup asc backupnetworkandsystemmanagement backupnicteamingveth nsm backup asc backupnetworkandsystemmanagement backupnicteamingveth ism main asc mainisms mainnicteamingveth ism main asc mainisms mainnicteamingveth ism backup asc backupisms backupnicteamingveth ism backup asc backupisms backupnicteamingveth asc maincolavandssitaw mainnicteamingveth colavandssitaw main asc maincolavandssitaw mainnicteamingveth colavandssitaw main asc mainnetworkandsystemmanagement mainnicteamingveth nsm main asc mainnetworkandsystemmanagement mainnicteamingveth nsm main asc mainisms mainnicteamingveth ism main asc mainisms mainnicteamingveth ism main asc backupcolavandssitaw backupasc processemergencydataport ec asc backupcolavandssitaw backupnicteamingveth colavandssitaw backup asc backupcolavandssitaw backupnicteamingveth colavandssitaw backup asc backupnetworkandsystemmanagement backupnicteamingveth nsm backup asc backupnetworkandsystemmanagement backupnicteamingveth nsm backup asc backupisms backupnicteamingveth ism backup asc backupisms backupnicteamingveth ism backup
aps communication architecture aps asc main,colavandssitaw main asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming networkandsystemmanagement main nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook ism main nicteaming siem,colavandssitaw main primary colavandssitaw main secondary networkandsystemmanagement main primary networkandsystemmanagement main secondary ism main primar ism main secondary eth eth dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth eth eth veth veth teamedeth dataport dataport dataport et et veth veth teamedeth dataport,asc processdataport nicteamingteamedeth nicteamingteamedeth asc processdataport nicteamingteamedeth connectivitymanager processdataport nicteamingteamedeth uamdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth digitallogbookdataport uamdataport nicteamingteamedeth connectivitymanager processdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth nicteamingteamedeth siemdataport siemdataport nicteamingteamedeth colavandssitaw main primary colavandssitaw mainnicteamingveth colavandssitaw main secondary colavandssitaw mainnicteamingveth networkandsystemmanagement main primary networkandsystemmanagement mainnicteamingveth networkandsystemmanagement main secondary networkandsystemmanagement mainnicteamingveth ism main primar ism mainnicteamingveth ism main secondary ism mainnicteamingveth colavandssitaw mainnicteamingveth colavandssitaw main secondary colavandssitaw mainnicteamingveth colavandssitaw main primary networkandsystemmanagement mainnicteamingveth networkandsystemmanagement main primary networkandsystemmanagement mainnicteamingveth networkandsystemmanagement main secondary ism mainnicteamingveth ism main primar ism mainnicteamingveth ism main secondary
aps communication architecture aps colavandssitaw backup,asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming,eth eth emergencyport dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth,eth nicteamingveth eth nicteamingveth emergencyport asc processemergencydataport asc processdataport nicteamingteamedeth asc processemergencydataport emergencyport nicteamingveth eth nicteamingveth eth nicteamingteamedeth asc processdataport
aps communication architecture aps colavandssitaw,asc process asc id asc discover asc cda asc cp asc cam asc mv asc s asc vm asc dk nicteaming,eth eth dataport emergencydataport dataport maindataport maindataport backupdataport maindataport backupdataport maindataport maindataport backupdataport maindataport maindataport maindataport veth veth teamedeth,eth nicteamingveth eth nicteamingveth asc processdataport nicteamingteamedeth nicteamingveth eth nicteamingveth eth nicteamingteamedeth asc processdataport
aps communication architecture aps emergencybuttontransmitter,epb emergencycommunicationmodule,emergencysignal buttonpressed emergencysignalin emergencysignalout,epbbuttonpressed emergencycommunicationmoduleemergencysignalin emergencycommunicationmoduleemergencysignalout emergencysignal
aps communication architecture aps gnss imu backup,gnss security gnss id,rtk uhf datain gnsssignalin eth eth dataport dataport,
aps communication architecture aps gnss imu main,gnss security gnss id,rtk uhf datain gnsssignalin eth eth dataport dataport,
aps communication architecture aps ism,nicteaming siem,et et veth veth teamedeth dataport,et nicteamingveth et nicteamingveth nicteamingveth et nicteamingveth et nicteamingteamedeth siemdataport siemdataport nicteamingteamedeth
aps communication architecture aps machinerysystem,iocard iocard azimuththruster azimuththruster azimuththruster azimuththruster,maindataport maindataport backupdataport backupdataport signalport signalport eth eth signalport signalport eth eth signalport signalport signalport signalport,maindataport iocardeth maindataport iocardeth backupdataport iocardeth backupdataport iocardeth iocardsignalport azimuththrustersignalport iocardsignalport azimuththrustersignalport iocardeth maindataport iocardeth backupdataport iocardsignalport azimuththrustersignalport iocardsignalport azimuththrustersignalport iocardeth maindataport iocardeth backupdataport iocardeth backupdataport
aps communication architecture aps navigationsystem backup,rtk uhf backup gnssreceiver gnss imu backup,maindataport maindataport backupdataport backupdataport dataout positioncorrectiondata dataport incoming rtk uhf datain gnsssignalin eth eth,maindataport gnss imu backupeth backupdataport gnss imu backupeth rtk uhf backupdataout gnss imu backuprtk uhf datain gnssreceiverdataport gnss imu backupgnsssignalin gnss imu backupeth maindataport gnss imu backupeth backupdataport
aps communication architecture aps navigationsystem backup withredundancy,lidar radar eo radar lidar eo spu spu rtk uhf gnssreceiver gnss imu backup senseorswitch backup,maindataport maindataport backupdataport backupdataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth dataout positioncorrectiondata dataport incoming rtk uhf datain gnsssignalin eth eth eth eth eth eth eth eth eth eth,maindataport gnss imu backupeth backupdataport gnss imu backupeth backupdataport senseorswitch backupeth lidardataport spueth radardataport spueth eodataport spueth radardataport spueth lidardataport spueth eodataport spueth spueth senseorswitch backupeth rtk uhfdataout gnss imu backuprtk uhf datain gnssreceiverdataport gnss imu backupgnsssignalin gnss imu backupeth maindataport gnss imu backupeth backupdataport senseorswitch backupeth spueth senseorswitch backupeth maindataport
aps communication architecture aps navigationsystem,lidar lidar lidar lidar radar radar radar radar radar eo eo eo eo eo domecamera ircamera spu spu spu spu spu senseorswitch gnss imu main rtk uhf gnssreceiver,maindataport maindataport maindataport maindataport backupdataport backupdataport backupdataport backupdataport positioncorrectionport gnsssignal controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth rtk uhf datain gnsssignalin eth eth dataout positioncorrectiondata dataport incoming,maindataport senseorswitcheth maindataport gnss imu maineth backupdataport senseorswitcheth backupdataport gnss imu maineth lidardataport spueth lidardataport spueth lidardataport spueth lidardataport spueth radardataport spueth radardataport spueth radardataport spueth radardataport spueth radardataport spueth eodataport spueth eodataport spueth eodataport spueth eodataport spueth eodataport spueth domecameradataport spueth ircameradataport spueth spueth domecameradataport spueth eodataport spueth ircameradataport spueth radardataport spueth senseorswitcheth spueth eodataport spueth lidardataport spueth radardataport spueth senseorswitcheth spueth eodataport spueth lidardataport spueth radardataport spueth senseorswitcheth spueth eodataport spueth lidardataport spueth radardataport spueth senseorswitcheth spueth eodataport spueth lidardataport spueth radardataport spueth senseorswitcheth senseorswitcheth spueth senseorswitcheth spueth senseorswitcheth spueth senseorswitcheth spueth senseorswitcheth spueth senseorswitcheth backupdataport senseorswitcheth maindataport gnss imu maineth maindataport gnss imu maineth backupdataport rtk uhfdataout gnss imu mainrtk uhf datain gnssreceiverdataport gnss imu maingnsssignalin
aps communication architecture aps navigationsystem withredundancy,lidar lidar radar radar radar eo eo eo domecamera ircamera spu spu spu radar spu spu eo lidar lidar eo radar senseorswitch gnss imu main gnss security gnss id rtk uhf gnssreceiver senseorswitch backup gnssreceiver gnss imu backup gnss security gnss id,maindataport maindataport maindataport maindataport backupdataport backupdataport backupdataport backupdataport positioncorrectionport gnsssignal controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth rtk uhf datain gnsssignalin eth eth dataport dataport dataout positioncorrectiondata dataport incoming eth eth eth eth eth eth eth eth dataport incoming rtk uhf datain gnsssignalin eth eth dataport dataport,maindataport senseorswitcheth maindataport gnss imu maineth backupdataport senseorswitcheth backupdataport gnss imu maineth backupdataport gnss imu backupeth positioncorrectionport rtk uhfpositioncorrectiondata gnsssignal gnssreceiverincoming gnsssignal gnssreceiverincoming lidardataport spueth lidardataport spueth radardataport spueth radardataport spueth radardataport spueth eodataport spueth eodataport spueth eodataport spueth domecameradataport spueth ircameradataport spueth spueth domecameradataport spueth eodataport spueth ircameradataport spueth radardataport spueth senseorswitcheth spueth senseorswitch backupeth spueth eodataport spueth lidardataport spueth radardataport spueth senseorswitcheth spueth senseorswitch backupeth spueth eodataport spueth lidardataport spueth radardataport spueth senseorswitcheth spueth senseorswitch backupeth radardataport spueth spueth senseorswitch backupeth spueth senseorswitcheth spueth senseorswitch backupeth spueth senseorswitcheth eodataport spueth lidardataport spueth lidardataport spueth eodataport spueth radardataport spueth senseorswitcheth spueth senseorswitcheth spueth senseorswitcheth spueth senseorswitcheth backupdataport senseorswitcheth maindataport gnss imu maineth maindataport gnss imu maineth backupdataport rtk uhfdataout gnss imu mainrtk uhf datain rtk uhfdataout gnss imu backuprtk uhf datain gnssreceiverdataport gnss imu maingnsssignalin senseorswitch backupeth maindataport senseorswitch backupeth backupdataport gnssreceiverdataport gnss imu backupgnsssignalin gnss imu backupeth maindataport
aps communication architecture aps navigationsystem withredundancy,lidar lidar lidar lidar radar radar radar radar radar eo eo eo eo eo domecamera ircamera spu spu spu spu spu senseorswitch senseorswitch backup gnss imu main rtk uhf gnssreceiver,maindataport maindataport maindataport maindataport backupdataport backupdataport backupdataport backupdataport positioncorrectionport gnsssignal controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport controlport dataport eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth eth rtk uhf datain gnsssignalin eth eth dataout positioncorrectiondata dataport incoming,maindataport senseorswitcheth maindataport gnss imu maineth backupdataport senseorswitcheth backupdataport gnss imu maineth lidardataport spueth lidardataport spueth lidardataport spueth lidardataport spueth radardataport spueth radardataport spueth radardataport spueth radardataport spueth radardataport spueth eodataport spueth eodataport spueth eodataport spueth eodataport spueth eodataport spueth domecameradataport spueth ircameradataport spueth spueth domecameradataport spueth eodataport spueth ircameradataport spueth radardataport spueth senseorswitcheth spueth eodataport spueth lidardataport spueth radardataport spueth senseorswitcheth spueth eodataport spueth lidardataport spueth radardataport spueth senseorswitcheth spueth eodataport spueth lidardataport spueth radardataport spueth senseorswitch backupeth spueth eodataport spueth lidardataport spueth radardataport spueth senseorswitch backupeth senseorswitcheth spueth senseorswitcheth spueth senseorswitcheth spueth senseorswitcheth backupdataport senseorswitcheth maindataport senseorswitch backupeth spueth senseorswitch backupeth spueth senseorswitch backupeth maindataport senseorswitch backupeth backupdataport gnss imu maineth maindataport gnss imu maineth backupdataport rtk uhfdataout gnss imu mainrtk uhf datain gnssreceiverdataport gnss imu maingnsssignalin
aps communication architecture aps networkandsystemmanagement,nicteaming uam connectivitymanager process ni tpc trc qosc nmt nsu nsm nsc ndbc digitallogbook,eth eth veth veth teamedeth dataport dataport dataport,eth nicteamingveth eth nicteamingveth nicteamingveth eth nicteamingveth eth nicteamingteamedeth connectivitymanager processdataport nicteamingteamedeth uamdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth digitallogbookdataport uamdataport nicteamingteamedeth connectivitymanager processdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth digitallogbookdataport nicteamingteamedeth
aps communication architecture aps safetysystem,generaliomodule userpanel alarm lantern anchordrop horn,maindataport backupdataport input output output output output eth eth output input input input input,maindataport generaliomoduleeth backupdataport generaliomoduleeth generaliomoduleoutput anchordropinput generaliomoduleoutput horninput generaliomoduleoutput alarminput generaliomoduleoutput lanterninput generaliomoduleeth maindataport generaliomoduleeth maindataport generaliomoduleeth backupdataport generaliomoduleeth backupdataport userpaneloutput generaliomoduleinput
aps communication architecture cloudcomponent apscommunication,communicationhubserver,stakeholdercommunication internetaccess dataport,stakeholdercommunication communicationhubserverdataport internetaccess communicationhubserverdataport communicationhubserverdataport internetaccess communicationhubserverdataport stakeholdercommunication
aps communication architecture ect apscommunication,ect emergencymodule ect emergencybuttonreceiver,radiocommunication aiscommunication rcccommunication mobilecommunication eth eth eth eth wirelessport emergencysignal,mobilecommunication ect emergencybuttonreceiveremergencysignal ect emergencymodulewirelessport radiocommunication
aps communication architecture ect emergencybuttonreceiver,emergencycommunicationmodule emergencynotification,emergencysignal emergencysignalin emergencysignalout emergencysignalreceived,emergencysignal emergencycommunicationmoduleemergencysignalin emergencycommunicationmoduleemergencysignalout emergencynotificationemergencysignalreceived
aps communication architecture mobilegnetwork apscommunication,connection g connection g rcc,apscommunication rcccommunication cloudcommunication ssscommunication clientconnection serverconnection clientconnection serverconnection,apscommunication connection gclientconnection rcccommunication connection g rccclientconnection cloudcommunication connection gserverconnection cloudcommunication connection g rccserverconnection connection gclientconnection apscommunication connection gserverconnection cloudcommunication connection g rccclientconnection rcccommunication connection g rccserverconnection cloudcommunication
