Model,Cluster,Component,Feature
homeautomationaadl homeautomation ha 1,36,"humid sensor , update , temp sensor , update , window , update , termostat , update , ha control , algorithm , cpu1 , cpu2 , cpu3 , cpu4 , cpu5","targettemp , targethumid , invalue , value , value out , value in , invalue , value , value out , value in , tempvalue , cmd , cmd , act , tempvalue , cmd , cmd , act , set targettemp , set targethumid , tempvalue , humidvalue , windowcmd , termostatcmd , windowcmd , termostatcdm , temp , humid"
hybridsynchaadl dronecontrol dronecontrol 1,6,"droneproc , dronethread , offsetx , offsety , refvx0 , refvy0","currx , curry , currvx , currvy , inx , iny , invx , invy , outx , outy , outvx , outvy , accx , accy , refx , refy , refvx , refvy , currx , curry , currvx , currvy , inx , iny , invx , invy , outx , outy , outvx , outvy , accx , accy , refx , refy , refvx , refvy , currx , curry , currvx , currvy , inx , iny , invx , invy , outx , outy , outvx , outvy , accx , accy , refx , refy , refvx , refvy"
hybridsynchaadl dronecontrol dronecontrol 2,6,"ctrlproc , cthread , close","ix , iy , ox , oy , cx , cy , vx , vy , ix , iy , ox , oy , cx , cy , vx , vy , ix , iy , ox , oy , cx , cy , vx , vy"
hybridsynchaadl drone drone 1,6,"ctrl , ctrlproc , cthread , close , env , x , y , velx , vely","ix , iy , ox , oy , ix , iy , ox , oy , cx , cy , vx , vy , ix , iy , ox , oy , cx , cy , vx , vy , ix , iy , ox , oy , cx , cy , vx , vy , cx , cy , vx , vy"
hybridsynchaadl environment environment 1,6,"x , y , dotx , doty , dotdotx , dotdoty","currx , curry , currvx , currvy , accx , accy"
hybridsynchaadl environment environment 2,6,"x , y , velx , vely","cx , cy , vx , vy"
hybridsynchaadl fourdronessystem fourdronessystem 1,6,"dr1 , ctrl , ctrlproc , cthread , close , env , x , y , velx , vely , dr2 , ctrl , ctrlproc , cthread , close , env , x , y , velx , vely , dr3 , ctrl , ctrlproc , cthread , close , env , x , y , velx , vely , dr4 , ctrl , ctrlproc , cthread , close , env , x , y , velx , vely","ix , iy , ox , oy , ix , iy , ox , oy , cx , cy , vx , vy , ix , iy , ox , oy , cx , cy , vx , vy , ix , iy , ox , oy , cx , cy , vx , vy , cx , cy , vx , vy , ix , iy , ox , oy , ix , iy , ox , oy , cx , cy , vx , vy , ix , iy , ox , oy , cx , cy , vx , vy , ix , iy , ox , oy , cx , cy , vx , vy , cx , cy , vx , vy , ix , iy , ox , oy , ix , iy , ox , oy , cx , cy , vx , vy , ix , iy , ox , oy , cx , cy , vx , vy , ix , iy , ox , oy , cx , cy , vx , vy , cx , cy , vx , vy , ix , iy , ox , oy , ix , iy , ox , oy , cx , cy , vx , vy , ix , iy , ox , oy , cx , cy , vx , vy , ix , iy , ox , oy , cx , cy , vx , vy , cx , cy , vx , vy"
hybridsynchaadl refdrone refdrone formation 1,6,"refproc , refthread , nx , ny","outx , outy , outvx , outvy , currx , curry , currvx , currvy , accx , accy , outx , outy , outvx , outvy , currx , curry , currvx , currvy , accx , accy , outx , outy , outvx , outvy , currx , curry , currvx , currvy , accx , accy"
iplprojects map0 map i 1,31,"l1 , l2 , l3 , l4 , l5 , l6 , l7 , l8 , ls","edge , edge , edge , edge , edge , edge , edge , edge , edge"
iplprojects map1 map i 1,31,"l1 , l2 , l3 , l4 , l5 , l6 , l7 , l8 , ls","edge , edge , edge , edge , edge , edge , edge , edge , edge"
iplprojects map1 map i 2,31,"l1 , l2 , l3 , l4 , l5 , l6 , l7 , l8 , ls","edge , edge , edge , edge , edge , edge , edge , edge , edge"
iplprojects map2 map i 1,31,"l1 , l2 , l3 , l4 , l5 , l6 , l7 , l8 , ls","edge , edge , edge , edge , edge , edge , edge , edge , edge"
iplprojects map3a map i 1,31,"l1 , l2 , l3 , l4 , l5 , l6 , l7 , ls , c1 , c2 , c3 , c4","edge , edge , edge , edge , edge , edge , edge , edge , edge , edge , edge , edge"
iplprojects map3b map i 1,31,"l1 , l2 , l3 , l4 , l5 , l6 , l7 , ls , c1 , c2 , c3 , c4","edge , edge , edge , edge , edge , edge , edge , edge , edge , edge , edge , edge"
isolette isolette heat source heat source 1,43,"heatsource , skinsensor","current temperature , value , status , heat control , heat , heat control , heat , heat control , heat"
isolette isolette heat source heat source with devices 1,21,"bus , heat source , configuration checker , checker , controller , processor , ram","heat on off , heat , current temperature , heat configuration , heat source , bus access , current temperature , heat on off , heat configuration , current temperature , heat on off , heat on offler , heat on offler , heat configuration , bus access"
itu example itu software itu 1,17,"pc , sg , es , eo , ft","parsecmd busint , parsecmd data , parsecmd datafromctu , parsecmd sgncc , parsecmd eslc , parsecmd eonoff , parsecmd fretime , parsecmd data , sgncc datatogncc , faultcheck mf , parsecmd sgncc , parsecmd data , eslc slccmd , parsecmd eslc , parsecmd data , eonoff onoffcmd , parsecmd eonoff , parsecmd data , fretime lcltime , fretime togncc , parsecmd fretime"
jobfound jobfound jobfoundserver 1,16,"jobseeker1 , server1 , employer1 , usermanagement1 , backupserver1","register , login , edit profile , get req , send info , get list , send feedback , exchange knowledge , exchange experiences , send req , get jobinfo , edit profile , apply job , contact details , anonymous knowledge , register , login , edit profile , get req , send info , get list , send feedback , exchange knowledge , exchange experiences , create list , get feedback , edit profile , share position , exchange knowledge , exchange experiences , register , login , edit profile , get req , send info , get list , send feedback , exchange knowledge , exchange experiences"
kaadl cruise control cruisecontrollaws model 1,23,"p cruisecontrol process , class1 , member1 , member2 , number1 , cruise1 , cruise2 , address 1 , street , streetnumber , city , zipcode","cruiseactive , autospd mph , refspd mph , throttlepos in , cruiseactive , autospd mph , refspd mph , throttlepos in , method , cruiseactive , autospd mph , refspd mph , filautospd mph , filrefspd mph , filautospd mph , filrefspd mph , throttlepos in , access1 , access2 , method1 , method2"
kaadl cruise control hci model 1,44,"p hci process , button panel , drivermodelogic , refspd , instrumentpanel , server process , server thread","breakpedalpressed , clutchpedalpressed , autospd mph , cruiseactive , engspd rpm , refspd mph , clutchpedalpressed , autospd mph , cruiseactive , engspd rpm , refspd mph , breakpedalpressed , onnotoff , decspd , engspd rpm , incspeed , activate , cancel , clutchpedalpressed , onnotoff , cruiseactive , activate , cancel , breakpedalpressed , cruiseactive , decspd , incspeed , refspd mph , activate , autospd mph , refspd mph , call server , service , service"
kaadl example2 simple 1,38,"b , a","usb2 , usb1"
kaadl example simple 1,36,"a , share1 , b , q","dataset , reqdataset , req1"
kaadl gps interface satellite others 1,43,"satpos , mygps","position , position , observation , wakeup"
kaadl hardware dual processor powerpc 1,21,"bus , shared memory , left , right","card connector , card connector , card connector"
kaadl remotecallexample simple 1,44,"a , q , b , t1","docalc , mycalc , docalc , mycalc"
master thesis hybridsynchaadl dronecontrol dronecontrol rendezvous 1,6,"droneproc , dronethread , refx , refy","currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely"
master thesis hybridsynchaadl dronecontrol dronecontrol rendezvous 2,6,"droneproc , dronethread , refx , refy","currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely"
master thesis hybridsynchaadl dronecontrol dronecontrol rendezvous 3,6,"droneproc , dronethread , refx , refy","currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely"
master thesis hybridsynchaadl drones2 drones2 rendezvous 1,6,"drone1 , drone , droneproc , dronethread , refx , refy , environment , x , y , dotx , doty , drone2 , drone , droneproc , dronethread , refx , refy , environment , x , y , dotx , doty","inx , iny , outx , outy , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , velx , vely , inx , iny , outx , outy , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , velx , vely"
master thesis hybridsynchaadl drones3 drones3 rendezvous 1,6,"drone1 , drone , droneproc , dronethread , refx , refy , environment , x , y , dotx , doty , drone2 , drone , droneproc , dronethread , refx , refy , environment , x , y , dotx , doty , drone3 , drone , droneproc , dronethread , refx , refy , environment , x , y , dotx , doty","inx , iny , outx , outy , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , velx , vely , inx , iny , outx , outy , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , velx , vely , inx , iny , outx , outy , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , velx , vely"
master thesis hybridsynchaadl drones4 drones4 rendezvous 1,6,"drone1 , drone , droneproc , dronethread , refx , refy , environment , x , y , dotx , doty , drone2 , drone , droneproc , dronethread , refx , refy , environment , x , y , dotx , doty , drone3 , drone , droneproc , dronethread , refx , refy , environment , x , y , dotx , doty , drone4 , drone , droneproc , dronethread , refx , refy , environment , x , y , dotx , doty","inx , iny , outx , outy , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , velx , vely , inx , iny , outx , outy , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , velx , vely , inx , iny , outx , outy , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , velx , vely , inx , iny , outx , outy , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , velx , vely"
master thesis hybridsynchaadl dronesystem dronesystem rendezvous 1,6,"drone , droneproc , dronethread , refx , refy , environment , x , y , dotx , doty","inx , iny , outx , outy , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , velx , vely"
master thesis hybridsynchaadl dronesystem dronesystem rendezvous 2,6,"drone , droneproc , dronethread , refx , refy , environment , x , y , dotx , doty","inx , iny , outx , outy , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , velx , vely"
master thesis hybridsynchaadl dronesystem dronesystem rendezvous 3,6,"drone , droneproc , dronethread , refx , refy , environment , x , y , dotx , doty","inx , iny , outx , outy , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , inx , iny , outx , outy , velx , vely , currx , curry , velx , vely"
master thesis hybridsynchaadl environment environment rendezvous 1,6,"x , y , dotx , doty","currx , curry , velx , vely"
master thesis hybridsynchaadl environment environment rendezvous 2,6,"x , y , dotx , doty","currx , curry , velx , vely"
master thesis hybridsynchaadl environment environment rendezvous 3,6,"x , y , dotx , doty","currx , curry , velx , vely"
mcs examples ojr steppermotor cs root 1,35,"the mem , the proc , uif , app , act , mot , the cpu","pos , user pos , commanded , step order , commanded , step completed , step order , step done"
mecelearningsystem mece learning app package mece learning app 1,16,"usermanagement , coursemanagement , communicationmanagement , assessmentfeedback , securityprivacy","get req , send reply , get user info , send user info , get course info , send course info , get comm info , send comm info , get assesment info , send assesment info , get security info , send security info"
mecelearningsystem mece learning package accountdb 1,7,"masterdb , slavedb","write update , read , sync , sync"
mecelearningsystem mece learning package contentdb 1,7,"masterdb , slavedb1 , slavedb2","write update , read , sync , sync , sync"
mecelearningsystem mece learning package mecelearningsystem 1,16,"monitorpredserver , apigateway , serverside , meceapp , usermanagement , coursemanagement , communicationmanagement , assessmentfeedback , securityprivacy , primaryserver1 , primaryserver2 , secondaryserver1 , secondaryserver2 , monitoringpredictionserver , accountdatabase , masterdb , slavedb , contentdatabase , masterdb , slavedb1 , slavedb2","get req , send reply , get req , send reply , get req , send reply , get req , send reply , get req , send reply , get user info , send user info , get course info , send course info , get comm info , send comm info , get assesment info , send assesment info , get security info , send security info , ps1 get , ps1 send , ps2 get , ps2 send , ss1 get , ss1 send , ss2 get , ss2 send , get req , send reply , write update , read , sync , sync , write update , read , sync , sync , sync"
mecelearningsystem mece learning package serverside 1,16,"meceapp , usermanagement , coursemanagement , communicationmanagement , assessmentfeedback , securityprivacy , primaryserver1 , primaryserver2 , secondaryserver1 , secondaryserver2 , monitoringpredictionserver","get req , send reply , get req , send reply , get user info , send user info , get course info , send course info , get comm info , send comm info , get assesment info , send assesment info , get security info , send security info , ps1 get , ps1 send , ps2 get , ps2 send , ss1 get , ss1 send , ss2 get , ss2 send , get req , send reply"
modelagemaadl exemplo bus top i 1,7,"thebus , sub1 , sub2 , vb1 , vb2 , vb3","out1 , out2 , out3 , out4 , in1 , in2 , in3 , in4"
modelagemaadl exemplo bus top i 2,7,"thebus , sub1 , sub2 , vb1 , vb2 , vb3","out1 , out2 , out3 , out4 , in1 , in2 , in3 , in4"
modelagemaadl exemplo bus top i 3,7,"thebus , sub1 , sub2 , vb1 , vb2 , vb3","out1 , out2 , out3 , out4 , in1 , in2 , in3 , in4"
modelagemaadl exemplo dcs i 1,18,dca,"potencia , canbusaccess , sensorin , actuatorout , potencia , canbusaccess , sensorin , actuatorout"
modelagemaadl exemplo dcs i 2,18,dca,"potencia , canbusaccess , sensorin , actuatorout , potencia , canbusaccess , sensorin , actuatorout"
modelagemaadl exemplo dcs i 3,18,dcs,"potencia , canbusaccess , spiaccess , sensorin , actuatorout , potencia , canbusaccess , spiaccess , sensorin , actuatorout"
modelagemaadl exemplo scs i 1,18,"sensor1 , atuador , dcs , dca","potencia , out1 , in1 , potencia , sensorout , canbusaccess , potencia , actuatorin , canbusaccess , potencia , canbusaccess , sensorin , actuatorout , potencia , canbusaccess , sensorin , actuatorout"
modelagemaadl exemplo scs i 2,18,"sensor1 , atuador , dcs , dca","potencia , out1 , in1 , potencia , sensorout , canbusaccess , potencia , actuatorin , canbusaccess , potencia , canbusaccess , sensorin , actuatorout , potencia , canbusaccess , sensorin , actuatorout"
modelagemaadl exemplo scs i 3,18,"sensor1 , atuador , scs","potencia , canbusaccess , potencia , sensorout , spiaccess , potencia , actuatorin , canbusaccess , potencia , canbusaccess , spiaccess , sensorin , actuatorout"
modelagemaadl exemplo sistema i 1,18,"barramento , bateria , grid1 , scs1 , sensor1 , atuador , dcs , dca , grid2 , scs2 , sensor1 , atuador , dcs , dca","potencia , fornecedor , fornecedor , consumidor , potencia , out1 , in1 , potencia , sensorout , canbusaccess , potencia , actuatorin , canbusaccess , potencia , canbusaccess , sensorin , actuatorout , potencia , canbusaccess , sensorin , actuatorout , fornecedor , consumidor , potencia , out1 , in1 , potencia , sensorout , canbusaccess , potencia , actuatorin , canbusaccess , potencia , canbusaccess , sensorin , actuatorout , potencia , canbusaccess , sensorin , actuatorout"
modelagemaadl exemplo sistema i 2,18,"barramento , bateria , grid1 , scs1 , sensor1 , atuador , dcs , dca , grid2 , scs2 , sensor1 , atuador , dcs , dca","potencia , fornecedor , fornecedor , consumidor , potencia , out1 , in1 , potencia , sensorout , canbusaccess , potencia , actuatorin , canbusaccess , potencia , canbusaccess , sensorin , actuatorout , potencia , canbusaccess , sensorin , actuatorout , fornecedor , consumidor , potencia , out1 , in1 , potencia , sensorout , canbusaccess , potencia , actuatorin , canbusaccess , potencia , canbusaccess , sensorin , actuatorout , potencia , canbusaccess , sensorin , actuatorout"
modelagemaadl exemplo sistema i 3,18,"barramento , bateria , grid1 , scs , sensor1 , atuador , scs , grid2 , dcs , dcs","fornecedor , fornecedor , consumidor , potencia , canbusaccess , potencia , sensorout , spiaccess , potencia , actuatorin , canbusaccess , potencia , canbusaccess , spiaccess , sensorin , actuatorout , fornecedor , consumidor , potencia , canbusaccess , spiaccess , sensorin , actuatorout , potencia , canbusaccess , spiaccess , sensorin , actuatorout"
modelagemaadl resourcebudgets dca tier1 1,44,"iop , app","sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , samplingin1 , samplingin2 , controlout"
modelagemaadl resourcebudgets dca tier1 2,44,"iop , app","sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , samplingin1 , samplingin2 , controlout"
modelagemaadl resourcebudgets dca tier1 3,44,"iop , app","sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , samplingin1 , samplingin2 , controlout"
modelagemaadl resourcebudgets dca tier2 1,44,"iop , sense1 , sense2 , actuate , app , filter , control","sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor"
modelagemaadl resourcebudgets dca tier2 2,44,"iop , sense1 , sense2 , actuate , app , filter , control","sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor"
modelagemaadl resourcebudgets dca tier2 3,44,"iop , sense1 , sense2 , actuate , app , filter , control","sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor"
modelagemaadl resourcebudgets dcs dualtier2 1,19,"dca , iop , sense1 , sense2 , actuate , app , filter , control , hw , canbus , pcibus , m , pc1 , pc2","power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor , power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci"
modelagemaadl resourcebudgets dcs dualtier2 2,19,"dca , iop , sense1 , sense2 , actuate , app , filter , control , hw , canbus , pcibus , m , pc1 , pc2","power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor , power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci"
modelagemaadl resourcebudgets dcs dualtier2 3,19,"dca , iop , sense1 , sense2 , actuate , app , filter , control , hw , canbus , pcibus , m , pc1 , pc2","power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor , power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci"
modelagemaadl resourcebudgets dcs singletier0 1,18,"dca , hw","power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess"
modelagemaadl resourcebudgets dcs singletier0 2,18,"dca , hw","power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess"
modelagemaadl resourcebudgets dcs singletier0 3,18,"dca , hw","power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess"
modelagemaadl resourcebudgets dcs singletier1 1,19,"dca , hw , canbus , pci , ram , cpu","power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci"
modelagemaadl resourcebudgets dcs singletier1 2,19,"dca , hw , canbus , pci , ram , cpu","power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci"
modelagemaadl resourcebudgets dcs singletier1 3,19,"dca , hw , canbus , pci , ram , cpu","power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci"
modelagemaadl resourcebudgets dcs singletier2 1,19,"hw , canbus , pci , ram , cpu , dca , iop , sense1 , sense2 , actuate , app , filter , control","power , canbusaccess , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor"
modelagemaadl resourcebudgets dcs singletier2 2,19,"hw , canbus , pci , ram , cpu , dca , iop , sense1 , sense2 , actuate , app , filter , control","power , canbusaccess , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor"
modelagemaadl resourcebudgets dcs singletier2 3,19,"hw , canbus , pci , ram , cpu , dca , iop , sense1 , sense2 , actuate , app , filter , control","power , canbusaccess , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor"
modelagemaadl resourcebudgets mysystem tier0 1,18,"epsu , grid , scs , sensor1 , sensor2 , actuator , dcs , dca , hw","supplier , supplier , consumer , power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess"
modelagemaadl resourcebudgets mysystem tier0 2,18,"epsu , grid , scs , sensor1 , sensor2 , actuator , dcs , dca , hw","supplier , supplier , consumer , power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess"
modelagemaadl resourcebudgets mysystem tier0 3,18,"epsu , grid , scs , sensor1 , sensor2 , actuator , dcs , dca , hw","supplier , supplier , consumer , power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess"
modelagemaadl resourcebudgets mysystem tier2 1,19,"epsu , grid , scs , sensor1 , sensor2 , actuator , dcs , hw , canbus , pci , ram , cpu , dca , iop , sense1 , sense2 , actuate , app , filter , control","supplier , supplier , consumer , power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor"
modelagemaadl resourcebudgets mysystem tier2 2,19,"epsu , grid , scs , sensor1 , sensor2 , actuator , dcs , hw , canbus , pci , ram , cpu , dca , iop , sense1 , sense2 , actuate , app , filter , control","supplier , supplier , consumer , power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor"
modelagemaadl resourcebudgets mysystem tier2 3,19,"epsu , grid , scs , sensor1 , sensor2 , actuator , dcs , hw , canbus , pci , ram , cpu , dca , iop , sense1 , sense2 , actuate , app , filter , control","supplier , supplier , consumer , power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor"
modelagemaadl resourcebudgets platform dual 1,19,"canbus , pcibus , m , pc1 , pc2","power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci"
modelagemaadl resourcebudgets platform dual 2,19,"canbus , pcibus , m , pc1 , pc2","power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci"
modelagemaadl resourcebudgets platform dual 3,19,"canbus , pcibus , m , pc1 , pc2","power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci"
modelagemaadl resourcebudgets platform single 1,19,"canbus , pci , ram , cpu","power , canbusaccess , power , power , power , pci , power , cb , pci"
modelagemaadl resourcebudgets platform single 2,19,"canbus , pci , ram , cpu","power , canbusaccess , power , power , power , pci , power , cb , pci"
modelagemaadl resourcebudgets platform single 3,19,"canbus , pci , ram , cpu","power , canbusaccess , power , power , power , pci , power , cb , pci"
modelagemaadl resourcebudgets scs dualtier2 1,19,"sensor1 , sensor2 , actuator , dcs , dca , iop , sense1 , sense2 , actuate , app , filter , control , hw , canbus , pcibus , m , pc1 , pc2","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor , power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci"
modelagemaadl resourcebudgets scs dualtier2 2,19,"sensor1 , sensor2 , actuator , dcs , dca , iop , sense1 , sense2 , actuate , app , filter , control , hw , canbus , pcibus , m , pc1 , pc2","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor , power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci"
