Model,Cluster,Component,Feature
adiru_aadl_subsystem_adr_system_impl_1,4,"adr_memory, irMem, adrMem, adr_process, ADR_thread, cpu, partition_ADR","afdx_access, altitude, mach, altitude_rate, tat, indicated_AOA, baro_corr_altitude1, baro_corr_altitude2, computed_air_speed, true_airspeed, ground_speed, sat, impact_pressure, tot_pressure, corrected_AOA, discrete_word1, discrete_word2, altitude, mach, altitude_rate, tat, indicated_AOA, baro_corr_altitude1, baro_corr_altitude2, computed_air_speed, true_airspeed, ground_speed, sat, impact_pressure, tot_pressure, corrected_AOA, discrete_word1, discrete_word2, altitude, mach, altitude_rate, tat, indicated_AOA, baro_corr_altitude1, baro_corr_altitude2, computed_air_speed, true_airspeed, sat, impact_pressure, tot_pressure, corrected_AOA, discrete_word1, discrete_word2"
adiru_aadl_subsystem_ir_system_impl_1,5,"ir_memory, ir_process, IR_thread, cpu, partition_IR","afdx_access, altitude_in, true_airspeed_in, inertial_altitude_out, inertial_vs_out, present_pos_lat_out, present_pos_long_out, ground_speed_out, track_angle_true_D, magnetic_heading, wind_speed_D, wind_direction_true_D, true_heading_D, body_pitch_acc_out, body_roll_acc_out, body_yaw_acc_out, set_latitude_in, set_longitude_in, set_magnetic_heading_in, m1_disc, m2_disc, altitude_in, true_airspeed_in, inertial_altitude_out, inertial_vs_out, present_pos_lat_out, present_pos_long_out, ground_speed_out, track_angle_true_D, magnetic_heading, wind_speed_D, wind_direction_true_D, true_heading_D, body_pitch_acc_out, body_roll_acc_out, body_yaw_acc_out, set_latitude, set_longitude, set_magnetic_heading, th_altitude, th_true_airspeed, th_inertial_altitude, th_inertial_vs, th_present_pos_lat, th_present_pos_long, th_ground_speed, th_track_angle_true_D, th_magnetic_heading, th_wind_speed_D, th_wind_direction_true_D, th_true_heading_D, th_body_pitch_acc, th_body_roll_acc, th_body_yaw_acc, th_set_latitude, th_set_longitude, th_set_magnetic_heading"
Aircraft_aircraft_functional_aircraft_functional_model_1,18,"sys_stability_pitch, sys_spoilers, sys_thrust_management, sys_forward_thrust","isFailing, isFailing, isFailing, isFailing, isFailing"
air_Ex1_s_i_1,9,"p, pt, q, qt","pout, ptout, qin, qtin"
air_Ex2_s_i_1,9,"p, ptout, ptin, q, qt, r, rt","sin1, sin2, sout, sout2, pin, pout, pout2, unconnectedOut, pout3, ptoutin, ptoutout, ptinin, ptinout, ptinout2, qin, qin2, qout, qout2, qtin, qtout, rin, rin2, rin3, rin4, rout, rout2, rtin, rtout"
air_Ex2_wrapper_i_1,9,"s, p, ptout, ptin, q, qt, r, rt, t","sin1, sin2, sout, sout2, pin, pout, pout2, unconnectedOut, pout3, ptoutin, ptoutout, ptinin, ptinout, ptinout2, qin, qin2, qout, qout2, qtin, qtout, rin, rin2, rin3, rin4, rout, rout2, rtin, rtout, tin"
air_Ex3_as_i_1,9,"ap, at","asout, apout, atout"
air_Ex3_bs_i_1,9,"bp, bt","bsin, bpin, btin"
air_Ex3_wrapper_i_1,9,"as, ap, at, bs, bp, bt","asout, apout, atout, bsin, bpin, btin"
alisa-response-time_Simple_system_Computation_chain_Impl_1,3,"first_process, second_process","datain, dataout, datain, dataout, datain, dataout"
An-AADL-Model-of-Smart-Home-System_Clients_Clients_impl_1,9,CLIENT_CONTROL_UNIT,"in_clients_mcr, out_clients_mcr, in_clients_rs, out_clients_rs, ccu_data_receiver, ccu_data_sender"
An-AADL-Model-of-Smart-Home-System_MainControlRouter_MainControlRouter_impl_1,9,"ZIGBEE_DEVICE_CONTROLLER, IP_DEVICE_CONTROLLER, REMOTE_MSG_CONTROL, MAIN_CONTROLLER","temperature_in, smoke_status_out, in_mcr_remote, out_mcr_remote, in_mcr_zd, out_mcr_zd, in_mcr_ipd, out_mcr_ipd, dev_data_receiver, dev_data_sender, ctr_data_receiver, ctr_data_sender, dev_data_receiver, dev_data_sender, ctr_data_receiver, ctr_data_sender, app_data_receiver, app_data_sender, ctr_data_receiver, ctr_data_sender, zdc_data_receiver, zdc_data_sender, ipdc_data_receiver, ipdc_data_sender, remote_data_receiver, remote_data_sender"
An-AADL-Model-of-Smart-Home-System_RemoteServer_RemoteServer_impl_1,9,"CLIENT_CONTROLLER, ROUTER_CONTROLLER","in_rs_mcr, out_rs_mcr, in_rs_clients, out_rs_clients, cc_data_receiver, cc_data_sender, rc_data_receiver, rc_data_sender"
An-AADL-Model-of-Smart-Home-System_smart_home_system_smart_home_impl_1,9,"ZIGBEE_DEVICES, IP_DEVICES, MAIN_CONTROL_ROUTER, ZIGBEE_DEVICE_CONTROLLER, IP_DEVICE_CONTROLLER, REMOTE_MSG_CONTROL, MAIN_CONTROLLER, REMOTE_SERVER, CLIENT_CONTROLLER, ROUTER_CONTROLLER, CLIENTS, CLIENT_CONTROL_UNIT","Sensing, out_zd_mcr, in_ipd_mcr, out_ipd_mcr, temperature_in, smoke_status_out, in_mcr_remote, out_mcr_remote, in_mcr_zd, out_mcr_zd, in_mcr_ipd, out_mcr_ipd, dev_data_receiver, dev_data_sender, ctr_data_receiver, ctr_data_sender, dev_data_receiver, dev_data_sender, ctr_data_receiver, ctr_data_sender, app_data_receiver, app_data_sender, ctr_data_receiver, ctr_data_sender, zdc_data_receiver, zdc_data_sender, ipdc_data_receiver, ipdc_data_sender, remote_data_receiver, remote_data_sender, in_rs_mcr, out_rs_mcr, in_rs_clients, out_rs_clients, cc_data_receiver, cc_data_sender, rc_data_receiver, rc_data_sender, in_clients_mcr, out_clients_mcr, in_clients_rs, out_clients_rs, ccu_data_receiver, ccu_data_sender"
APS-Communication_Architecture_AidsToNavigation_AidsToNavigation_impl_1,4,"RTKBaseStation, GNSSTransmitter","UHFPositionCorrection, GNSSSignal, CorrectionData, GNSSData"
APS-Communication_Architecture_APS_APSCommunication_impl_1,27,"this_InternetModule, this_RCCAPSModule, this_TrafficModule, EmergencyControlModule, this_Switch_Main_CoreCommunication, this_Switch_Backup_CoreCommunication, PrimaryWANLoadBalancer, SecondaryWANLoadBalancer, this_ASC, ASC_Main, COLAVandSSITAW_Main, ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming, NetworkAndSystemManagement_Main, NICTeaming, UAM, ConnectivityManager_Process, NI, TPC, TRC, QoSC, NMT, NSU, NSM, NSC, NDBC, DigitalLogbook, IS3MS_Main, NICTeaming, SIEM, ASC_Backup, COLAVandSSITAW_Backup, ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming, NetworkAndSystemManagement_Backup, NICTeaming, UAM, ConnectivityManager_Process, NI, TPC, TRC, QoSC, NMT, NSU, NSM, NSC, NDBC, DigitalLogbook, IS3MS_Backup, NICTeaming, SIEM, this_MachinerySystem, this_IOCard1, this_IOCard2, this_AzimuthThruster1, this_AzimuthThruster2, this_AzimuthThruster3, this_AzimuthThruster4, this_NavigationSystem, this_Lidar1, this_Lidar2, this_Radar1, this_Radar2, this_Radar3, this_EO1, this_EO2, this_EO3, this_DomeCamera1, this_IRCamera1, this_SPU1, this_SPU2, this_SPU3, this_Radar5, this_SPU5, this_SPU4, this_EO4, this_Lidar4, this_Lidar3, this_EO5, this_Radar4, this_SenseorSwitch, this_GNSS_IMU_Main, GNSS_Security, GNSS_IDS, this_RTK_UHF, this_GNSSReceiver1, this_SenseorSwitch_Backup, this_GNSSReceiver2, this_GNSS_IMU_Backup, GNSS_Security, GNSS_IDS, this_SafetySystem, this_GeneralIOModule1, this_UserPanel1, this_Alarm1, this_Lantern1, this_AnchorDrop1, this_Horn1, this_BMS, this_EmergencyButtonTransmitter, this_EPB, this_EmergencyCommunicationModule, IDS1, IDS2","InternetAccess, AISCommunication, RCCCommunication, RadioCommunication, UHFPositionCorrection, GNSSSignal, MobileCommunication, UplinkDownlinkPort, ManagementPort, eth1, eth2, ControlPort, eth1, eth2, WirelessPort, ControlPort, DataPort, NavDataPort, GNSSSignal, ControlPort, eth1, eth2, eth3, eth4, WirelessPort, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, eth9, eth10, eth11, eth12, eth13, eth14, eth15, eth16, eth17, eth18, eth19, eth20, RedundancyPort, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, eth9, eth10, eth11, eth12, eth13, eth14, eth15, eth16, eth17, eth18, eth19, eth20, RedundancyPort, PrimaryWAN, SecondaryWAN, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, RedundancyPort, PrimaryWAN, SecondaryWAN, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, RedundancyPort, COLAVandSSITAW_Main1, COLAVandSSITAW_Main2, COLAVandSSITAW_Backup1, COLAVandSSITAW_Backup2, EC, NSM_Main1, NSM_Main2, NSM_Backup1, NSM_Backup2, IS3MS_Main1, IS3MS_Main2, IS3MS_Backup1, IS3MS_Backup2, COLAVandSSITAW_Main_Primary, COLAVandSSITAW_Main_Secondary, NetworkAndSystemManagement_Main_Primary, NetworkAndSystemManagement_Main_Secondary, IS3MS_Main_Primar, IS3MS_Main_Secondary, eth1, eth2, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth, eth1, eth2, Veth1, Veth2, Teamedeth, DataPort, DataPort, Dataport, et1, et2, Veth1, Veth2, Teamedeth, DataPort, COLAVandSSITAW_Backup_Primary, COLAVandSSITAW_Backup_Secondary, NetworkAndSystemManagement_Backup_Primary, NetworkAndSystemManagement_Backup_Secondary, IS3MS_Backup_Primar, IS3MS_Backup_Secondary, EmergencyControlPort, eth1, eth2, EmergencyPort, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth, eth1, eth2, Veth1, Veth2, Teamedeth, DataPort, DataPort, Dataport, et1, et2, Veth1, Veth2, Teamedeth, DataPort, MainDataPort1, MainDataPort2, BackupDataPort1, BackupDataPort2, SignalPort1, SignalPort2, eth1, eth2, SignalPort1, SignalPort2, eth1, eth2, SignalPort, SignalPort, SignalPort, SignalPort, MainDataPort1, MainDataPort2, MainDataPort3, MainDataPort4, BackupDataPort1, BackupDataPort2, BackupDataPort3, BackupDataPort4, PositionCorrectionPort, GNSSSignal, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, ControlPort, DataPort, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, RTK_UHF_DataIn, GNSSSignalIn, eth1, eth2, DataPort, DataPort, DataOut, PositionCorrectionData, DataPort, Incoming, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, DataPort, Incoming, RTK_UHF_DataIn, GNSSSignalIn, eth1, eth2, DataPort, DataPort, MainDataPort, BackupDataPort, Input1, Output1, Output2, Output3, Output4, eth1, eth2, Output, Input, Input, Input, Input, MainDataPort, BackupDataPort, EmergencySignal, ButtonPressed, EmergencySignalIn, EmergencySignalOut, eth1, eth2, eth1, eth2"
APS-Communication_Architecture_APS_ASC_Backup_impl_1,4,"COLAVandSSITAW_Backup, ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming, NetworkAndSystemManagement_Backup, NICTeaming, UAM, ConnectivityManager_Process, NI, TPC, TRC, QoSC, NMT, NSU, NSM, NSC, NDBC, DigitalLogbook, IS3MS_Backup, NICTeaming, SIEM","COLAVandSSITAW_Backup_Primary, COLAVandSSITAW_Backup_Secondary, NetworkAndSystemManagement_Backup_Primary, NetworkAndSystemManagement_Backup_Secondary, IS3MS_Backup_Primar, IS3MS_Backup_Secondary, EmergencyControlPort, eth1, eth2, EmergencyPort, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth, eth1, eth2, Veth1, Veth2, Teamedeth, DataPort, DataPort, Dataport, et1, et2, Veth1, Veth2, Teamedeth, DataPort"
APS-Communication_Architecture_APS_ASC_impl_1,26,"ASC_Main, COLAVandSSITAW_Main, ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming, NetworkAndSystemManagement_Main, NICTeaming, UAM, ConnectivityManager_Process, NI, TPC, TRC, QoSC, NMT, NSU, NSM, NSC, NDBC, DigitalLogbook, IS3MS_Main, NICTeaming, SIEM, ASC_Backup, COLAVandSSITAW_Backup, ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming, NetworkAndSystemManagement_Backup, NICTeaming, UAM, ConnectivityManager_Process, NI, TPC, TRC, QoSC, NMT, NSU, NSM, NSC, NDBC, DigitalLogbook, IS3MS_Backup, NICTeaming, SIEM","COLAVandSSITAW_Main1, COLAVandSSITAW_Main2, COLAVandSSITAW_Backup1, COLAVandSSITAW_Backup2, EC, NSM_Main1, NSM_Main2, NSM_Backup1, NSM_Backup2, IS3MS_Main1, IS3MS_Main2, IS3MS_Backup1, IS3MS_Backup2, COLAVandSSITAW_Main_Primary, COLAVandSSITAW_Main_Secondary, NetworkAndSystemManagement_Main_Primary, NetworkAndSystemManagement_Main_Secondary, IS3MS_Main_Primar, IS3MS_Main_Secondary, eth1, eth2, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth, eth1, eth2, Veth1, Veth2, Teamedeth, DataPort, DataPort, Dataport, et1, et2, Veth1, Veth2, Teamedeth, DataPort, COLAVandSSITAW_Backup_Primary, COLAVandSSITAW_Backup_Secondary, NetworkAndSystemManagement_Backup_Primary, NetworkAndSystemManagement_Backup_Secondary, IS3MS_Backup_Primar, IS3MS_Backup_Secondary, EmergencyControlPort, eth1, eth2, EmergencyPort, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth, eth1, eth2, Veth1, Veth2, Teamedeth, DataPort, DataPort, Dataport, et1, et2, Veth1, Veth2, Teamedeth, DataPort"
APS-Communication_Architecture_APS_ASC_Main_impl_1,26,"COLAVandSSITAW_Main, ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming, NetworkAndSystemManagement_Main, NICTeaming, UAM, ConnectivityManager_Process, NI, TPC, TRC, QoSC, NMT, NSU, NSM, NSC, NDBC, DigitalLogbook, IS3MS_Main, NICTeaming, SIEM","COLAVandSSITAW_Main_Primary, COLAVandSSITAW_Main_Secondary, NetworkAndSystemManagement_Main_Primary, NetworkAndSystemManagement_Main_Secondary, IS3MS_Main_Primar, IS3MS_Main_Secondary, eth1, eth2, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth, eth1, eth2, Veth1, Veth2, Teamedeth, DataPort, DataPort, Dataport, et1, et2, Veth1, Veth2, Teamedeth, DataPort"
APS-Communication_Architecture_APS_COLAVandSSITAW_Backup_impl_1,4,"ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming","eth1, eth2, EmergencyPort, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth"
APS-Communication_Architecture_APS_COLAVandSSITAW_impl_1,4,"ASC_Process, ASC_IDS, ASC_Discover, ASC_CDA, ASC_CP, ASC_CAM, ASC_MV, ASC_SS, ASC_VM, ASC_DK, NICTeaming","eth1, eth2, Dataport, EmergencyDataPort, DataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, BackupDataPort, MainDataPort, MainDataPort, MainDataPort, Veth1, Veth2, Teamedeth"
APS-Communication_Architecture_APS_EmergencyButtonTransmitter_impl_1,9,"this_EPB, this_EmergencyCommunicationModule","EmergencySignal, ButtonPressed, EmergencySignalIn, EmergencySignalOut"
APS-Communication_Architecture_APS_GNSS_IMU_Backup_impl_1,3,"GNSS_Security, GNSS_IDS","RTK_UHF_DataIn, GNSSSignalIn, eth1, eth2, DataPort, DataPort"
APS-Communication_Architecture_APS_GNSS_IMU_Main_impl_1,3,"GNSS_Security, GNSS_IDS","RTK_UHF_DataIn, GNSSSignalIn, eth1, eth2, DataPort, DataPort"
APS-Communication_Architecture_APS_IS3MS_impl_1,26,"NICTeaming, SIEM","et1, et2, Veth1, Veth2, Teamedeth, DataPort"
APS-Communication_Architecture_APS_MachinerySystem_impl_1,40,"this_IOCard1, this_IOCard2, this_AzimuthThruster1, this_AzimuthThruster2, this_AzimuthThruster3, this_AzimuthThruster4","MainDataPort1, MainDataPort2, BackupDataPort1, BackupDataPort2, SignalPort1, SignalPort2, eth1, eth2, SignalPort1, SignalPort2, eth1, eth2, SignalPort, SignalPort, SignalPort, SignalPort"
APS-Communication_Architecture_APS_NavigationSystem_Backup_impl_1,4,"this_RTK_UHF_Backup, this_GNSSReceiver2, this_GNSS_IMU_Backup","MainDataPort, MainDataPort2, BackupDataPort, BackupDataPort2, DataOut, PositionCorrectionData, DataPort, Incoming, RTK_UHF_DataIn, GNSSSignalIn, eth1, eth2"
APS-Communication_Architecture_APS_NavigationSystem_Backup_impl_withRedundancy_1,27,"this_Lidar3, this_Radar4, this_EO4, this_Radar5, this_Lidar4, this_EO5, this_SPU5, this_SPU4, this_RTK_UHF, this_GNSSReceiver2, this_GNSS_IMU_Backup, this_SenseorSwitch_Backup","MainDataPort, MainDataPort2, BackupDataPort, BackupDataPort2, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, DataOut, PositionCorrectionData, DataPort, Incoming, RTK_UHF_DataIn, GNSSSignalIn, eth1, eth2, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8"
APS-Communication_Architecture_APS_NavigationSystem_impl_1,27,"this_Lidar1, this_Lidar2, this_Lidar3, this_Lidar4, this_Radar1, this_Radar2, this_Radar3, this_Radar4, this_Radar5, this_EO1, this_EO2, this_EO3, this_EO4, this_EO5, this_DomeCamera1, this_IRCamera1, this_SPU1, this_SPU2, this_SPU3, this_SPU4, this_SPU5, this_SenseorSwitch, this_GNSS_IMU_Main, this_RTK_UHF, this_GNSSReceiver1","MainDataPort1, MainDataPort2, MainDataPort3, MainDataPort4, BackupDataPort1, BackupDataPort2, BackupDataPort3, BackupDataPort4, PositionCorrectionPort, GNSSSignal, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, RTK_UHF_DataIn, GNSSSignalIn, eth1, eth2, DataOut, PositionCorrectionData, DataPort, Incoming"
APS-Communication_Architecture_APS_NavigationSystem_impl_withRedundancy2_1,27,"this_Lidar1, this_Lidar2, this_Radar1, this_Radar2, this_Radar3, this_EO1, this_EO2, this_EO3, this_DomeCamera1, this_IRCamera1, this_SPU1, this_SPU2, this_SPU3, this_Radar5, this_SPU5, this_SPU4, this_EO4, this_Lidar4, this_Lidar3, this_EO5, this_Radar4, this_SenseorSwitch, this_GNSS_IMU_Main, GNSS_Security, GNSS_IDS, this_RTK_UHF, this_GNSSReceiver1, this_SenseorSwitch_Backup, this_GNSSReceiver2, this_GNSS_IMU_Backup, GNSS_Security, GNSS_IDS","MainDataPort1, MainDataPort2, MainDataPort3, MainDataPort4, BackupDataPort1, BackupDataPort2, BackupDataPort3, BackupDataPort4, PositionCorrectionPort, GNSSSignal, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, ControlPort, DataPort, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, RTK_UHF_DataIn, GNSSSignalIn, eth1, eth2, DataPort, DataPort, DataOut, PositionCorrectionData, DataPort, Incoming, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, DataPort, Incoming, RTK_UHF_DataIn, GNSSSignalIn, eth1, eth2, DataPort, DataPort"
APS-Communication_Architecture_APS_NavigationSystem_impl_withRedundancy_1,27,"this_Lidar1, this_Lidar2, this_Lidar3, this_Lidar4, this_Radar1, this_Radar2, this_Radar3, this_Radar4, this_Radar5, this_EO1, this_EO2, this_EO3, this_EO4, this_EO5, this_DomeCamera1, this_IRCamera1, this_SPU1, this_SPU2, this_SPU3, this_SPU4, this_SPU5, this_SenseorSwitch, this_SenseorSwitch_Backup, this_GNSS_IMU_Main, this_RTK_UHF, this_GNSSReceiver1","MainDataPort1, MainDataPort2, MainDataPort3, MainDataPort4, BackupDataPort1, BackupDataPort2, BackupDataPort3, BackupDataPort4, PositionCorrectionPort, GNSSSignal, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, ControlPort, DataPort, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, eth1, eth2, eth3, eth4, eth5, eth6, eth7, eth8, RTK_UHF_DataIn, GNSSSignalIn, eth1, eth2, DataOut, PositionCorrectionData, DataPort, Incoming"
APS-Communication_Architecture_APS_NetworkAndSystemManagement_impl_1,26,"NICTeaming, UAM, ConnectivityManager_Process, NI, TPC, TRC, QoSC, NMT, NSU, NSM, NSC, NDBC, DigitalLogbook","eth1, eth2, Veth1, Veth2, Teamedeth, DataPort, DataPort, Dataport"
APS-Communication_Architecture_APS_SafetySystem_impl_1,40,"this_GeneralIOModule1, this_UserPanel1, this_Alarm1, this_Lantern1, this_AnchorDrop1, this_Horn1","MainDataPort, BackupDataPort, Input1, Output1, Output2, Output3, Output4, eth1, eth2, Output, Input, Input, Input, Input"
APS-Communication_Architecture_CloudComponent_APSCommunication_impl_1,2,this_CommunicationHubServer,"StakeholderCommunication, InternetAccess, DataPort"
APS-Communication_Architecture_ECT_APSCommunication_impl_1,27,"ECT_EmergencyModule, ECT_EmergencyButtonReceiver","RadioCommunication, AISCommunication, RCCCommunication, MobileCommunication, eth1, eth2, eth3, eth4, WirelessPort, EmergencySignal"
APS-Communication_Architecture_ECT_EmergencyButtonReceiver_impl_1,10,"this_EmergencyCommunicationModule, this_EmergencyNotification","EmergencySignal, EmergencySignalIn, EmergencySignalOut, EmergencySignalReceived"
APS-Communication_Architecture_Mobile5GNetwork_APSCommunication_impl_1,4,"this_Connection_5G, this_Connection_5G_RCC","APSCommunication, RCCCommunication, CloudCommunication, SSSCommunication, ClientConnection, ServerConnection, ClientConnection, ServerConnection"
