Model,Cluster
polyorb-hi-c_Scenario_import_Impl_1,32
polyorb-hi-c_Scenario_monitor_impl_1,32
polyorb-hi-c_Scenario_ping_impl_1,28
polyorb-hi-c_Scenario_ping_impl_10,28
polyorb-hi-c_Scenario_ping_impl_11,28
polyorb-hi-c_Scenario_ping_impl_12,28
polyorb-hi-c_Scenario_ping_impl_13,28
polyorb-hi-c_Scenario_ping_impl_2,28
polyorb-hi-c_Scenario_ping_impl_3,28
polyorb-hi-c_Scenario_ping_impl_4,28
polyorb-hi-c_Scenario_ping_impl_5,28
polyorb-hi-c_Scenario_ping_impl_6,28
polyorb-hi-c_Scenario_ping_impl_7,28
polyorb-hi-c_Scenario_ping_impl_8,28
polyorb-hi-c_Scenario_ping_impl_9,28
polyorb-hi-c_Scenario_producer_consumer_Impl_1,12
polyorb-hi-c_Scenario_producer_consumer_Impl_2,12
polyorb-hi-c_Scenario_producer_consumer_Impl_3,12
polyorb-hi-c_Scenario_producer_consumer_Impl_4,12
polyorb-hi-c_Scenario_producer_consumer_Impl_5,12
polyorb-hi-c_Scenario_producer_consumer_Impl_6,12
polyorb-hi-c_Scenario_producer_consumer_Impl_7,12
polyorb-hi-c_Scenario_producer_consumer_Impl_8,12
polyorb-hi-c_Scenario_producer_consumer_Impl_9,12
polyorb-hi-c_scenario_ptest_Impl_1,15
polyorb-hi-c_scenario_ptest_rtems_Impl_1,15
polyorb-hi-c_scenario_rma_Impl_1,25
polyorb-hi-c_scenario_rma_Impl_2,25
polyorb-hi-c_scenario_rma_Impl_3,25
polyorb-hi-c_scenario_rma_Impl_4,25
polyorb-hi-c_scenario_rma_Impl_5,25
polyorb-hi-c_scenario_rma_Impl_6,25
polyorb-hi-c_scenario_rma_Impl_7,25
polyorb-hi-c_scenario_rma_Impl_8,25
polyorb-hi-c_Scenario_some_types_impl_1,14
polyorb-hi-c_Scenario_some_types_impl_2,14
polyorb-hi-c_Scenario_some_types_impl_3,14
polyorb-hi-c_Scenario_some_types_Impl_4,14
polyorb-hi-c_Scenario_some_types_Impl_5,14
polyorb-hi-c_Scenario_some_types_Impl_6,14
polyorb-hi-c_Scenario_some_types_Impl_7,14
polyorb-hi-c_Scenario_sunseeker_Impl_1,33
polyorb-hi-c_Scenario_sunseeker_Impl_2,33
polyorb-hi-c_Scenario_sunseeker_Impl_3,33
polyorb-hi-c_Scenario_sunseeker_Impl_4,33
polyorb-hi-c_Scenario_sunseeker_Impl_5,33
polyorb-hi-c_scenario_topsystem_distributedallperiodicdelayed_1,17
polyorb-hi-c_scenario_topsystem_distributedallperiodicdelayed_2,17
polyorb-hi-c_scenario_topsystem_distributedallperiodicdelayed_3,17
polyorb-hi-c_Sunseeker_Dist_Sunseekercontrolsystem_Type_Dist_1,17
polyorb-hi-c_Sunseeker_Local_Sunseekercontrolsystem_Type_Local_1,35
polyorb-hi-c_test_lua_lua_impl_1,35
polyorb-hi-c_Torture_Torture_impl_1,35
S18_computer_computer_item_1,3
S18_engine_engine_item_1,5
S18_model_model_complete_1,16
S18_model_V2_model_V2_complete_1,16
S18_powerplants_powerplants_impl_1,16
S18_powerSupply_powerSupply_item_1,16
S18_switching_switching_item_1,17
S18_voter_voter_item_1,17
SE206_TP3_AADL_integration_main_sys_fla_1,40
SE206_TP3_AADL_integration_main_sys_impl_1,40
SE206_TP3_AADL_integration_main_sys_rta_1,40
SE206_TP3_AADL_integration_proxy_main_sys_rta_1,40
smart-home-arch_Clients_Clients_impl_1,9
smart-home-arch_MainControlRouter_MainControlRouter_impl_1,9
smart-home-arch_RemoteServer_RemoteServer_impl_1,9
smart-home-arch_smart_home_system_smart_home_impl_1,9
SmartHome_smart_home_arch_appliances_impl_1,38
SmartHome_smart_home_arch_Client_tier_impl_1,9
SmartHome_smart_home_arch_home_controller_framework_impl_1,9
SmartHome_smart_home_arch_plugin_impl_1,9
SmartHome_smart_home_arch_sensor_unit_impl_1,38
SmartHome_smart_home_arch_smarthome_impl_1,38
SmartThermostatSystem_thermostat_arch_Generator_impl_1,10
SmartThermostatSystem_thermostat_arch_Temp_sensor_impl_1,7
SmartThermostatSystem_thermostat_arch_Thermostat_Controller_impl_1,9
SmartThermostatSystem_thermostat_arch_thermostat_impl_1,38
StereoCamAADL_StreoCamAADL_vantSystem_with_devices_1,39
Tank-Pressurized_fuse_fuse_i_1,5
Tank-Pressurized_motor_pump_motor_pump_i_1,5
Tank-Pressurized_pressureSwitch_pressureSwitch_i_1,3
Tank-Pressurized_switch_switch_i_1,3
Tank-Pressurized_sys_tank_Rev_2_sys_tank_pressurized_complete_1,17
Tank-Pressurized_tank_tank_i_1,3
Tank-Pressurized_valve_valve_i_1,3
TCS-ABS-AADL-models_TractionControlSystem_TCS_impl_1,39
TempControlAADL_Scenario_ControllerA_imp_1,17
TempControlAADL_Scenario_ControllerB_imp_1,17
TempControlAADL_Scenario_LabControl_imp_1,39
TicketMachine_AADLProject_ticketmachine_TicketMachineSystem_with_devices_1,39
tpAADL_lgs_Close_EV_System_impl_1,5
tpAADL_lgs_CommutateurAnalogique_impl_1,9
tpAADL_lgs_digital_part_impl_1,10
tpAADL_lgs_ElectrovalvesSystem_impl_1,39
tpAADL_lgs_Extend_EV_System_impl_1,5
tpAADL_lgs_lgsSystem_impl_1,39
tpAADL_lgs_Open_EV_System_impl_1,5
tpAADL_lgs_Retract_EV_System_impl_1,5
UAV_AADL_Project_lowLevelSubsystem_LowLevelProcessing_impl_1,41
Using-a-Network-of-Drones-to-Inspect-Structural-Deformations_BaseStation_BaseStat_impl_1,23
Using-a-Network-of-Drones-to-Inspect-Structural-Deformations_DM_Main_DisasterManagementMain_impl_1,23
Using-a-Network-of-Drones-to-Inspect-Structural-Deformations_ES_Main_EventStreamingMain_impl_1,23
Using-a-Network-of-Drones-to-Inspect-Structural-Deformations_UAVNetwork_V1_UAVNetworkC_impl_1,22
Using-a-Network-of-Drones-to-Inspect-Structural-Deformations_UAVNetwork_V2_UAVNetworkC_impl_1,22
Using-a-Network-of-Drones-to-Inspect-Structural-Deformations_UAVNetwork_V3_UAVNetworkC_impl_1,22
Using-a-Network-of-Drones-to-Inspect-Structural-Deformations_UAVNode_UAVNodeComponent_impl_1,13
Using-a-Network-of-Drones-to-Inspect-Structural-Deformations_UAVNode_Vehicle_UAVVehicle_impl_1,41
Using-a-Network-of-Drones-to-Inspect-Structural-Deformations_UAV_ModelConstruction_UAV_ModelConstructionSystem_impl_1,23
Vending-Machine-AADL_automat_AutomatSystem_with_devices_1,39
XDL-to-AADL-Open-Tool_b03_aadl_system_b03_Top_system_imp_1,16
XDL-to-AADL-Open-Tool_FPGA_Library_SLICEL_imp_1,16
XDL-to-AADL-Open-Tool_FPGA_Library_SLICEM_imp_1,16
